id;building;year;retrofit;area;heater;PV;STC;EV;BAT;f_TES;f_BAT;f_EV;f_PV;f_STC;gamma_PV
32;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
33;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
34;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
35;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
36;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
37;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
38;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
39;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
40;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
41;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
42;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
43;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
44;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
45;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
46;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
47;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
48;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
49;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
50;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
51;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
52;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
53;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
54;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
55;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
56;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
57;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
58;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
59;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
60;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
61;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
62;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
63;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
64;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
65;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
66;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
67;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
68;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
69;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
70;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
71;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
72;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
73;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
74;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
75;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
76;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
77;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
78;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
79;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
80;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
81;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
82;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
83;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
84;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
85;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
86;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
87;SFH;1958;2;121;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
88;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
89;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
90;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
91;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
92;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
93;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
94;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
95;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
96;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
97;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
98;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
99;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
100;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
101;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
102;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
103;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
104;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
105;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
106;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
107;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
108;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
109;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
110;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
111;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
112;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
113;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
114;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
115;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
116;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
117;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
118;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
119;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
120;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
121;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
122;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
123;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
124;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
125;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
126;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
127;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
128;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
129;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
130;MFH;1958;2;3129;heat_grid;1;0;0;0;35;1;S;0.4;0.04;0
