id;building;year;retrofit;construction_type;night_setback;area;heater;PV;STC;EV;BAT;f_TES;f_BAT;f_EV;f_PV;f_STC;gamma_PV;ec_charging;consumption
57;MFH;1983;2;0;0;2556;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;607258.1533333333
58;MFH;1897;2;0;0;1107;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;214898.0483333333
59;MFH;1873;2;0;0;505;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;120048.11503333334
60;MFH;1900;2;0;0;597;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;265134.63783333334
61;MFH;1973;2;0;0;467;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;55759.8
62;MFH;1986;2;0;0;2163;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;449491.254
63;MFH;1986;2;0;0;898;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;186640.7645
64;MFH;1892;2;0;0;657;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;158577.40096666667
65;MFH;1896;2;0;0;1097;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;212922.7333333333
66;MFH;1900;2;0;0;296;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;38924.0
67;MFH;1989;2;0;0;516;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;121918.9314
68;MFH;1978;2;0;0;886;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;105788.40000000001
69;MFH;1969;2;0;0;3157;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;669964.0587666667
70;MFH;1890;2;0;0;461;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;109754.61406666666
71;MFH;1891;2;0;0;1331;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;175026.5
72;MFH;1905;2;0;0;2714;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;356891.0
73;MFH;1905;2;0;0;1629;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;351862.4269
74;MFH;1886;2;0;0;871;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;210403.69586666665
75;MFH;1877;2;0;0;492;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;118936.8216
76;MFH;1958;2;0;0;1409;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;162739.5
77;MFH;1883;2;0;0;624;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;164252.8677333333
78;MFH;1886;2;0;0;109;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;14333.5
79;MFH;1909;2;0;0;1772;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;433398.2407
80;MFH;1898;2;0;0;699;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;135588.37616666665
81;MFH;1918;2;0;0;615;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;80872.5
82;MFH;1881;2;0;0;542;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;128747.55033333332
83;MFH;1900;2;0;0;559;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;106457.09583333333
84;MFH;1895;2;0;0;3080;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;665115.0514
85;MFH;1900;2;0;0;419;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;87102.04433333332
86;MFH;1904;2;0;0;899;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;118218.5
87;MFH;1903;2;0;0;2196;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;426083.8265
88;MFH;1890;2;0;0;1426;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;294328.1286666666
89;MFH;1909;2;0;0;1386;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;182259.0
90;MFH;1900;2;0;0;640;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;194111.6664
91;MFH;1890;2;0;0;610;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;136786.55466666663
92;MFH;1883;2;0;0;1244;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;241449.9658333333
93;MFH;1978;2;0;0;523;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;126267.08896666663
94;MFH;1886;2;0;0;1254;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;297936.2404333334
95;MFH;1893;2;0;0;744;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;103304.03
96;MFH;1901;2;0;0;1310;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;149796.1979
97;MFH;1895;2;0;0;1738;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;228547.0
98;MFH;1900;2;0;0;1074;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;141231.0
99;MFH;1890;2;0;0;1059;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;139258.5
100;MFH;1973;2;0;0;543;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;64834.200000000004
101;MFH;1981;2;0;0;1369;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;143471.19999999998
102;MFH;1890;2;0;0;545;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;71667.5
103;MFH;1903;2;0;0;3674;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;665883.1297333332
104;MFH;1981;2;0;0;1110;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;104982.11706666664
105;MFH;1872;2;0;0;413;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;75659.56996666666
106;MFH;1901;2;0;0;1263;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;166084.5
107;MFH;1904;2;0;0;2481;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;206284.9239
108;MFH;1905;2;0;0;828;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;108882.0
109;MFH;1872;2;0;0;799;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;166142.513
110;MFH;1891;2;0;0;1455;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;191332.5
111;MFH;1885;2;0;0;2019;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;489962.65256666666
112;MFH;1890;2;0;0;738;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;137059.3995
113;MFH;1895;2;0;0;626;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;143889.08866666665
114;MFH;1902;2;0;0;1530;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;313216.53403333336
115;MFH;1900;2;0;0;136;0;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;17884.0
116;MFH;1959;2;0;0;1318;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;83326.68599999999
117;MFH;1898;2;0;0;1248;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;242099.79933333327
118;MFH;1888;2;0;0;602;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;143092.23043333334
119;MFH;1905;2;0;0;641;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;218463.05565
120;MFH;1905;2;0;0;1014;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;133341.0
121;MFH;1892;2;0;0;492;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;154244.64699999997
122;MFH;1884;2;0;0;495;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;117601.539
123;MFH;1956;2;0;0;1255;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;126476.40041666664
124;MFH;1895;2;0;0;1026;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;134919.0
125;MFH;1886;2;0;0;121;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;15911.5
126;MFH;1892;2;0;0;728;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;157164.91929999998
127;MFH;1885;2;0;0;2219;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;535516.4845
128;MFH;1889;2;0;0;611;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;121519.5824
129;MFH;1994;2;0;0;692;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;140954.29016666664
130;MFH;1981;2;0;0;1133;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;118738.4
131;MFH;1993;2;0;0;212;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;46190.4025
132;MFH;1895;2;0;0;318;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;73043.1534
133;MFH;1875;2;0;0;468;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;195308.17433333333
134;MFH;1899;2;0;0;856;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;166051.121
135;MFH;1906;2;0;0;2092;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;275098.0
136;MFH;1882;2;0;0;751;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;98756.5
137;MFH;1888;2;0;0;652;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;44615.61775555556
138;MFH;1906;2;0;0;1799;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;388401.8580666666
139;MFH;1887;2;0;0;875;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;184654.8486333333
140;MFH;1955;2;0;0;1412;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;137162.68833333335
141;MFH;1989;2;0;0;16738;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;1473162.3576
142;MFH;1890;2;0;0;730;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;178669.0627
143;MFH;1914;2;0;0;1355;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;178182.5
144;MFH;1903;2;0;0;3136;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;415714.1674666666
145;MFH;1885;2;0;0;1030;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;135445.0
146;MFH;1908;2;0;0;1624;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;213556.0
147;MFH;1891;2;0;0;885;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;210401.9919
148;MFH;1888;2;0;0;749;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;178111.5649
149;MFH;1872;2;0;0;326;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;74898.30103333334
150;MFH;1900;2;0;0;2278;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;304398.1702666666
151;MFH;1889;2;0;0;685;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;158269.98533333334
152;MFH;1954;2;0;0;2217;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;304425.90903333336
153;MFH;1900;2;0;0;1325;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;174237.5
154;MFH;1890;2;0;0;1767;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;417609.47956666665
155;MFH;1899;2;0;0;806;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;155912.25300000003
156;MFH;1905;2;0;0;307;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;75257.83799999999
157;MFH;1874;2;0;0;567;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;130374.26619999998
158;MFH;1900;2;0;0;1764;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;231966.0
159;MFH;1900;2;0;0;153;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;20119.5
160;MFH;1890;2;0;0;633;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;83239.5
161;MFH;1962;2;0;0;1438;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;102141.0
162;MFH;1908;2;0;0;4271;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;1365785.3105333336
163;MFH;1888;2;0;0;823;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;195603.0381666667
164;MFH;1906;2;0;0;1272;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;167268.0
165;MFH;1903;2;0;0;1420;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;186730.0
166;MFH;1889;2;0;0;1482;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;299000.22696666664
167;MFH;1888;2;0;0;1375;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;266833.3175
168;MFH;1902;2;0;0;850;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;144362.9272
169;MFH;1905;2;0;0;4455;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;1089147.5670333332
170;MFH;1887;2;0;0;960;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;126240.0
171;MFH;1935;2;0;0;584;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;133358.19313333335
172;MFH;1874;2;0;0;946;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;212028.5267
173;MFH;1982;2;0;0;780;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;185347.8134
174;MFH;1890;2;0;0;686;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;163003.96363333333
175;MFH;1898;2;0;0;1653;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;217369.5
176;MFH;1962;2;0;0;488;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;121288.0628
177;MFH;1875;2;0;0;795;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;190970.6641333333
178;MFH;1897;2;0;0;1054;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;257723.3643
179;MFH;1900;2;0;0;1536;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;201984.0
180;MFH;1885;2;0;0;590;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;77585.0
181;MFH;1905;2;0;0;391;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;51416.5
182;MFH;1981;2;0;0;1099;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;115175.2
183;MFH;1972;2;0;0;849;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;101370.6
184;MFH;1888;2;0;0;812;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;192936.0652
185;MFH;1901;2;0;0;1856;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;244064.0
186;MFH;1914;2;0;0;1235;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;283600.7882666667
187;MFH;1889;2;0;0;974;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;189083.70416666663
188;MFH;1885;2;0;0;675;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;88762.5
189;MFH;1900;2;0;0;5264;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;547252.9639333333
190;MFH;1889;2;0;0;909;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;119533.5
191;MFH;1973;2;0;0;1034;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;123459.6
192;MFH;1889;2;0;0;1987;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;400775.4593666667
193;MFH;1894;2;0;0;451;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;93718.26583333332
194;MFH;1902;2;0;0;2180;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;415309.16983333335
195;MFH;1904;2;0;0;2357;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;541241.4147999999
196;MFH;1893;2;0;0;3500;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;418523.475
197;MFH;1881;2;0;0;607;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;136125.54816666667
198;MFH;1890;2;0;0;1329;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;247527.8495
199;MFH;1904;2;0;0;946;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;124399.0
200;MFH;1905;2;0;0;564;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;88946.543475
201;MFH;1886;2;0;0;571;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;75086.5
202;MFH;1890;2;0;0;661;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;128163.8302
203;MFH;1891;2;0;0;879;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;115588.5
204;MFH;1889;2;0;0;1355;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;331379.936
205;MFH;1888;2;0;0;1246;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;111628.23333333334
206;MFH;1895;2;0;0;375;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;49312.5
207;MFH;1887;2;0;0;1610;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;382501.84923333325
208;MFH;1900;2;0;0;691;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;134133.40283333333
209;MFH;1882;2;0;0;1116;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;172367.0697
210;MFH;1906;2;0;0;991;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;130316.5
211;MFH;1910;2;0;0;925;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;121637.5
212;MFH;1886;2;0;0;946;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;183607.905
213;MFH;1898;2;0;0;863;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;113484.5
214;MFH;1891;2;0;0;747;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;98230.5
215;MFH;1898;2;0;0;1811;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;351412.61566666665
216;MFH;1994;2;0;0;364;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;39348.4
217;MFH;1896;2;0;0;836;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;173722.61466666666
218;MFH;1955;2;0;0;1078;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;145970.8865
219;MFH;1889;2;0;0;1055;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;138732.5
220;MFH;1978;2;0;0;1209;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;287153.73336666665
221;MFH;1905;2;0;0;2014;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;264841.0
222;MFH;1904;2;0;0;1371;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;180286.5
223;MFH;1908;2;0;0;2697;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;659506.5922333333
224;MFH;1886;2;0;0;729;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;95863.5
225;MFH;1885;2;0;0;806;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;194505.43466666664
226;MFH;1902;2;0;0;2393;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;314679.5
227;MFH;1883;2;0;0;471;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;61936.5
228;MFH;1885;2;0;0;1024;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;134656.0
229;MFH;1900;2;0;0;44;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;5786.0
230;MFH;1918;2;0;0;907;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;108963.204
231;MFH;1902;2;0;0;2194;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;288511.0
232;MFH;1886;2;0;0;741;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;97441.5
233;MFH;1891;2;0;0;741;DH;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;143834.0675
234;MFH;1973;2;0;0;348;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;41551.200000000004
235;MFH;1889;2;0;0;889;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;116903.5
236;MFH;1969;2;0;0;1406;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;343922.89283333335
237;MFH;1900;2;0;0;1552;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;204088.0
238;MFH;1874;2;0;0;632;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;83108.0
239;MFH;1918;2;0;0;594;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;78111.0
240;MFH;1905;2;0;0;543;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;67816.90333333332
241;MFH;1893;2;0;0;1072;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;262791.4785
242;MFH;1890;2;0;0;997;BOI;0;0;0;0;35;1;0;0.53;0.04;0;on_demand;131105.5
