Zip	T_me	T_ne	Zone	Altitude	Latitude	Longitude
57567	9.3	-10.0	6	300	50.7348992	7.969564699999999
45145	11.1	-7.6	5	100	51.4457967	6.9761637
56864	9.1	-10.3	7	369	50.0709681	7.035585299999999
79111	11.3	-9.8	12	233	48.0054911	7.785793099999999
79294	10.3	-10.6	6	360	47.9315432	7.811210500000001
65193	9.8	-10.4	12	282	50.0982399	8.247513399999999
27607	9.5	-9.3	1	7	53.6647241	8.634534
53507	10.2	-9.2	6	173	50.5339098	7.045684
67697	9.6	-10.3	6	322	49.49995	7.798324099999999
61389	8.6	-11.2	10	479	50.2593205	8.434718199999999
76327	10.8	-10.2	6	144	48.9780878	8.5414949
78056	8.3	-12.5	14	685	48.0542318	8.569969
49219	10.1	-9.5	5	60	52.0856565	8.0002228
75217	9.5	-11.4	6	381	48.86691760000001	8.603323399999999
78576	8.1	-12.6	14	756	47.9263632	8.8725316
07366	7.6	-14.7	10	547	50.4132317	11.6909252
99867	9.0	-13.1	9	319	50.9511526	10.6949334
86700	8.7	-12.9	13	492	48.8735334	10.8036394
38489	9.4	-11.8	4	42	52.6840481	11.0160892
01723	9.0	-13.8	4	306	51.0502972	13.5362057
37242	8.7	-12.4	7	316	51.2715595	9.9419582
71570	9.9	-11.2	13	338	48.9833606	9.458718
24626	9.0	-9.7	3	26	54.0511018	10.0735794
84570	8.6	-13.8	13	414	48.2027764	12.5482546
04749	9.6	-13.6	4	164	51.2065428	13.146946
63739	10.7	-10.1	12	165	49.9781948	9.166542200000002
65627	9.6	-10.3	6	228	50.5049587	8.065023499999999
64653	11.0	-10.6	12	94	49.6506474	8.5654892
53340	10.3	-9.0	6	179	50.6190568	7.0149256
45896	10.9	-8.0	5	64	51.6109446	7.019461
46569	10.5	-8.3	5	30	51.6361917	6.770239399999999
91592	8.9	-12.9	13	447	49.3211246	10.3269916
04205	9.9	-12.7	4	117	51.3269803	12.270351
93444	8.4	-13.5	10	406	49.1767759	12.8517481
73565	8.6	-12.8	13	541	48.8836072	9.7640851
95359	8.4	-12.8	13	417	50.0371009	11.3530819
17098	9.3	-13.2	4	16	53.6757323	13.5575522
12049	10.3	-11.8	4	60	52.4772906	13.4219765
57537	10.1	-9.3	6	205	50.7742645	7.774234799999999
53859	10.8	-8.9	5	55	50.80957679999999	7.0563538
66386	10.1	-9.6	6	270	49.2775962	7.1312361
66693	9.9	-9.5	7	289	49.49526299999999	6.5581052
32339	10.0	-10.2	5	49	52.3663804	8.6301395
83676	7.6	-14.2	15	841	47.6054173	11.4347172
85080	9.0	-13.4	13	394	48.814421	11.3602506
38448	9.6	-11.7	3	80	52.4538051	10.8200273
87784	8.3	-13.2	13	594	48.0197607	10.2994834
38709	8.1	-13.3	6	387	51.828828	10.2834586
45329	11.4	-7.3	5	35	51.5108223	7.014328300000001
66125	10.2	-9.5	6	223	49.2790209	7.025055699999999
42103	10.6	-8.3	6	173	51.2554934	7.146606599999999
26759	9.6	-9.3	1	-1	53.4219551	7.2097703
28307	9.8	-9.1	3	7	53.0385916	8.939150399999999
24797	9.1	-8.9	3	1	54.20396590000001	9.5451802
14662	9.4	-13.2	4	32	52.7348326	12.5791112
85643	8.5	-13.0	13	517	48.0957431	12.047014
81245	9.0	-13.1	13	523	48.1640467	11.4345083
83626	8.0	-13.9	13	656	47.889636	11.7692039
38559	9.6	-11.3	3	58	52.5521074	10.5229576
12053	10.2	-11.9	4	46	52.4760249	13.4329514
67146	10.7	-9.8	12	152	49.4078457	8.1874165
97253	9.8	-11.3	13	255	49.6332535	10.0022339
37284	8.8	-12.5	7	293	51.1457172	9.8772053
26386	9.6	-8.2	1	2	53.5545104	8.1079794
88145	8.4	-12.5	13	607	47.6269307	9.832913
97616	9.4	-10.9	13	235	50.3242191	10.208851
97633	9.1	-11.3	13	286	50.3253664	10.4291184
04319	9.6	-13.1	4	128	51.3433862	12.4886095
29456	9.4	-11.6	4	27	53.1479724	11.0436405
54579	8.9	-10.5	6	403	50.3224173	6.7604536
58739	10.1	-9.6	5	138	51.499084	7.863498700000001
25996	9.4	-7.0	1	17	54.9348957	8.3339336
23570	9.2	-9.1	2	2	53.9600008	10.8535751
91804	8.4	-13.1	13	544	48.8471864	11.0261071
14167	9.8	-12.2	4	47	52.419446	13.2758872
82166	8.8	-13.5	13	538	48.1241099	11.4314056
80999	8.9	-13.3	13	509	48.1930647	11.4463256
23899	9.3	-10.9	3	40	53.5559574	10.7666122
66981	10.0	-10.0	6	282	49.2177945	7.7047379
59823	8.6	-10.6	6	388	51.41812609999999	8.045328099999999
54568	9.0	-10.5	6	393	50.2206559	6.6398573
21682	9.4	-9.8	1	2	53.60769939999999	9.4565908
73563	9.2	-12.0	14	434	48.8232778	9.9623019
36460	8.5	-12.8	7	362	50.8572387	10.0996666
21031	9.3	-10.3	3	44	53.5058423	10.199618
08541	8.3	-14.6	10	411	50.5035535	12.2239868
59192	10.4	-9.3	5	81	51.6159437	7.616799500000001
69190	11.1	-10.3	12	104	49.2967902	8.638793699999999
60389	10.7	-9.8	12	146	50.1495363	8.726027499999999
75395	8.8	-12.1	6	535	48.7265221	8.8473692
63834	10.3	-10.7	12	166	49.9116454	9.1557511
31228	9.8	-11.1	3	70	52.3405423	10.1876714
87675	7.4	-14.3	15	871	47.7372076	10.6886741
91744	8.9	-12.6	13	441	49.02307709999999	10.4557826
50737	11.3	-7.7	5	50	50.9894083	6.9368694
56204	9.1	-10.2	7	389	50.4087608	7.7060025
87538	4.3	-16.3	15	1514	47.446469	10.2402674
83562	8.5	-13.1	13	493	48.12380539999999	12.1600511
18055	9.3	-10.7	2	0	54.0838949	12.1666436
08239	7.9	-14.8	10	484	50.4797993	12.2906614
08267	6.4	-14.6	11	737	50.3542025	12.4335106
04654	9.4	-13.6	9	195	51.0576395	12.5768999
68307	11.0	-10.8	12	93	49.5558585	8.4587044
89343	8.7	-13.1	13	503	48.3939093	10.4578772
01829	9.2	-13.6	9	232	50.95783729999999	14.024747
24872	9.0	-9.2	3	7	54.4446114	9.4307825
71560	9.8	-11.3	13	344	49.003314	9.5024784
06642	9.5	-13.2	4	177	51.2518124	11.5289227
85084	9.0	-13.3	13	380	48.6568465	11.467975
85410	8.9	-13.6	13	439	48.4585956	11.8326742
09243	8.9	-13.8	9	333	50.8835205	12.7378334
42499	9.4	-9.7	6	290	51.1490386	7.3293896
21765	9.6	-9.0	1	-2	53.7667375	8.8083429
14057	10.5	-11.5	4	45	52.5064936	13.2856413
24966	8.8	-8.1	2	53	54.7303767	9.6640944
21729	9.4	-9.1	1	1	53.8238816	9.2879696
25795	9.1	-8.8	1	-1	54.2362189	9.0898651
31553	10.1	-10.7	3	49	52.3972121	9.2683882
66359	10.2	-9.5	6	241	49.27885209999999	6.815701
45966	10.8	-8.1	5	64	51.5876645	6.9664828
33775	10.1	-10.1	5	67	52.0455929	8.1804854
35396	9.6	-11.0	7	189	50.6057456	8.7073795
91301	9.5	-12.6	13	267	49.7248791	11.0758372
95119	7.1	-14.8	10	622	50.3301881	11.6841537
86476	8.6	-13.2	13	545	48.3031965	10.3627835
85232	8.7	-14.0	13	491	48.2486732	11.3437838
82475	0.1	-19.2	15	2356		
90480	9.4	-13.3	13	338	49.4418055	11.1234198
06844	9.7	-13.3	4	59	51.8595265	12.2608019
72531	7.9	-13.1	14	739	48.3480408	9.3610806
24888	8.9	-8.7	3	21	54.5997382	9.7438993
25495	9.1	-9.9	3	12	53.70097	9.7905353
97249	9.3	-11.6	13	327	49.7591174	9.834666
49201	9.8	-9.9	6	124	52.1146282	8.1993258
35799	9.2	-10.8	7	290	50.5050963	8.1877398
35282	8.9	-11.8	7	276	50.8835487	8.914734
21763	9.5	-9.1	1	1	53.7709331	8.8991201
35080	8.5	-11.6	6	403	50.7563816	8.4784238
29693	9.7	-10.6	3	19	52.7627702	9.5833193
73265	9.6	-11.3	6	389	48.61843349999999	9.4449088
95686	7.0	-14.4	11	669	49.9993907	11.8510738
45481	10.7	-8.2	5	70	51.3882662	6.8566061
66606	10.0	-9.6	6	288	49.4491481	7.1621763
48465	10.1	-9.1	5	30	52.34422970000001	7.208050600000001
86169	8.8	-14.3	13	458	48.41769000000001	10.9046053
79685	7.5	-13.6	8	889	47.73700849999999	7.9306682
31311	9.7	-11.2	3	51	52.4589396	10.1603184
90607	9.3	-13.6	13	340	49.4976636	11.2428896
29491	9.4	-11.8	4	20	52.9633438	11.386853
83708	7.2	-14.7	15	957	47.6183375	11.7266889
18334	9.1	-11.6	2	-2	54.1105171	12.6557727
54646	9.7	-9.6	7	314	49.94518189999999	6.393732
41539	10.8	-8.2	5	39	51.0996802	6.8453187
45136	11.0	-7.8	5	112	51.4356438	7.035560599999999
74199	10.0	-10.9	13	307	49.0956093	9.3196957
71577	8.7	-12.3	13	538	49.0536807	9.5137671
63517	10.5	-10.5	12	141	50.1356723	9.0411512
74395	10.0	-11.3	12	282	49.0008603	9.2064736
34516	8.5	-11.9	7	350	51.2052229	8.944187
37214	8.7	-12.3	7	308	51.3321054	9.9144857
22081	9.8	-9.2	3	10	53.5779815	10.0514398
70794	9.6	-11.3	12	385	48.6628873	9.2094818
72511	8.0	-12.9	14	657	48.1135196	9.2835922
24876	9.1	-9.1	3	0	54.4574665	9.3377889
27383	9.4	-10.3	3	28	53.16513690000001	9.4735203
88374	8.1	-13.0	13	651	47.9440214	9.460553
75391	9.1	-11.8	6	482	48.68785159999999	8.828075199999999
38536	9.7	-11.2	3	49	52.4766147	10.3280491
91230	8.1	-13.9	13	515	49.4937248	11.4719142
39217	9.5	-12.6	4	49		
74889	10.5	-10.5	12	168	49.24662499999999	8.8948387
48163	10.2	-9.3	5	62	51.8939868	7.583703900000001
48145	10.7	-8.7	5	62	51.966475	7.6552677
42799	10.3	-8.8	5	173	51.10792679999999	7.059227
53508	10.1	-9.2	6	197	50.5149695	7.014885199999999
29328	9.1	-11.7	3	66	52.887445	10.202124
85777	8.7	-14.0	13	486	48.3690906	11.5514582
23684	9.1	-9.7	2	18	54.0353636	10.6899883
91085	9.2	-13.3	13	315	49.6254668	10.8187835
87727	8.7	-13.0	13	542	48.1520745	10.2396343
86473	8.6	-14.1	13	529	48.2916855	10.5315397
97788	8.5	-12.3	13	455	50.036658	9.6245018
74542	9.8	-11.3	13	328	49.1988255	9.7916904
71543	8.8	-12.2	13	504	49.08759130000001	9.4797671
86676	8.9	-13.5	13	402	48.6380117	11.1053234
09423	7.9	-14.0	10	516	50.7146352	12.9506404
03046	9.9	-13.3	4	74	51.7561285	14.3092474
84550	8.5	-13.4	13	493	48.0912179	12.5989034
08606	7.8	-15.0	10	510	50.3625638	12.0797301
02899	8.8	-14.6	9	264	51.01567120000001	14.9313425
86720	9.0	-13.0	13	429	48.8561015	10.4992165
86692	8.9	-13.7	13	424	48.6201239	10.9042154
91235	8.5	-14.1	13	436	49.6012452	11.4919163
31061	9.6	-11.1	7	108	51.9830185	9.8279123
29229	9.6	-11.2	3	50	52.6579495	10.1278735
73491	8.7	-12.7	14	499	48.9279719	10.0688991
35236	8.3	-11.3	6	441	50.8851203	8.4365791
47279	10.8	-8.3	5	37	51.38652219999999	6.7961943
26937	9.7	-8.6	1	-2	53.4620389	8.343188699999999
68766	11.1	-10.4	12	95	49.3261824	8.518684499999999
77791	10.7	-9.7	12	193	48.4073055	7.9872108
55239	10.6	-10.1	12	144	49.7791211	8.213254599999999
79295	9.5	-10.9	6	538	47.8417983	7.707414899999999
37191	9.2	-12.0	7	143	51.6510486	10.0936577
21256	9.2	-10.3	3	54	53.254285	9.8464909
91550	8.7	-12.8	13	469	49.0765217	10.3166484
10711	10.0	-12.0	4	44	52.4990238	13.2916403
01917	9.5	-14.1	9	173	51.2841235	14.1133767
82223	8.7	-14.2	13	530	48.1722632	11.3222831
79804	10.0	-9.7	12	383	47.6064056	8.1671362
58093	10.3	-8.8	6	132	51.3852473	7.5064901
25946	9.4	-6.6	1	16	54.6469737	8.336001699999999
97780	9.9	-10.9	13	163	50.020225	9.781607
74549	9.2	-12.2	13	431	49.1588773	9.8447956
96275	9.1	-12.1	13	270	50.1687814	11.1671785
83700	6.4	-15.2	15	1136	47.65965569999999	11.8091709
73488	8.2	-13.3	13	576	49.00210269999999	10.2365414
01819	8.7	-13.7	9	308	50.8744768	13.9492958
42859	10.1	-9.0	6	250	51.16197769999999	7.206046199999999
41564	10.9	-8.2	5	38	51.2134619	6.602028000000001
29475	9.4	-11.9	4	25	53.0469399	11.3555108
56341	9.8	-9.8	7	289	50.2270043	7.6300256
65232	9.0	-10.8	7	406	50.1541817	8.1659665
67269	10.5	-10.1	12	193	49.5622581	8.1565096
26931	9.6	-9.4	3	0	53.20458259999999	8.3735056
75399	9.3	-11.8	6	411	48.8125971	8.685394300000002
75242	8.9	-12.0	6	507	48.8042035	8.7624661
32760	9.5	-10.7	6	169	51.9083032	8.8941812
86925	8.0	-14.5	13	703	47.9343314	10.8270385
70190	11.1	-9.8	12	253	48.78939769999999	9.1962771
07952	8.1	-14.6	10	456	50.5918585	11.9943259
83104	8.6	-13.0	13	508	47.9392057	12.0064334
09557	9.3	-13.4	10	276	50.8514887	13.095616
88250	10.1	-9.7	13	453	47.809185	9.6416187
98631	8.5	-12.1	13	386	50.4489525	10.4478809
91350	9.3	-13.0	13	295	49.6959492	10.8335714
96103	9.3	-13.5	13	233	49.925399	10.8739274
51381	10.7	-8.5	5	108	51.077701	7.0383204
55546	10.3	-10.2	12	180	49.7999708	7.900349299999999
35460	9.5	-11.3	7	187	50.66000769999999	8.7320412
67550	10.9	-10.5	12	93	49.66928480000001	8.3108626
08062	9.3	-13.3	9	317	50.6968141	12.4676488
83355	8.6	-12.8	13	525	47.8405923	12.5466246
73274	10.1	-11.0	6	316	48.6706972	9.4572991
13357	10.8	-11.2	4	43	52.55047039999999	13.3786773
48159	10.1	-9.2	5	60	52.0050893	7.593563899999999
63776	9.7	-11.1	12	240	50.0602537	9.1434156
29683	9.2	-10.5	3	68	52.89587059999999	9.717826
88212	9.9	-9.8	13	473	47.7837629	9.6151647
99994	9.0	-13.3	7	250	51.244929	10.659656
98714	7.0	-14.3	10	626	50.6343427	10.8608553
38229	9.7	-11.5	3	88	52.107989	10.3640976
87653	7.5	-14.7	15	767	47.9140285	10.5112247
53757	11.1	-8.1	5	68	50.7589143	7.201223300000001
59320	10.0	-10.0	5	119	51.8538375	8.0270417
49504	10.0	-9.6	5	63	52.3138428	7.9304875
63773	10.2	-10.6	12	206	50.0112282	9.1740408
34295	9.1	-11.6	7	215	51.2194931	9.3864134
99195	9.5	-12.9	9	158	51.0923739	11.0992242
29451	9.5	-11.6	4	11	53.0986852	11.109336
91322	8.3	-13.9	13	481	49.6446609	11.2467331
97318	9.9	-11.3	13	220	49.7451277	10.1875151
21394	9.1	-11.2	3	86	53.2355332	10.2421312
84559	8.5	-13.5	13	470	48.1847674	12.4313466
38381	9.5	-12.3	3	115	52.0754837	10.8981007
27801	9.4	-9.6	3	38	52.9729762	8.4324845
78603	7.4	-13.5	14	894	48.0895685	8.8926225
95676	7.9	-14.3	10	512	49.9036661	12.1756149
13435	10.1	-12.1	4	45	52.6019101	13.3420889
01993	9.5	-14.3	4	112	51.5168382	13.8977333
32361	10.0	-10.2	6	55	52.3000863	8.5103036
72074	9.5	-11.4	6	408	48.5723636	9.0779068
56191	10.4	-9.0	5	168	50.4170636	7.6196687
66583	9.8	-10.0	6	317	49.3123343	7.146313699999999
01454	9.3	-14.0	9	258	51.13721530000001	13.9178698
79224	11.2	-10.0	12	205	48.0312028	7.7674537
56767	8.6	-10.9	6	446	50.2549428	7.0108204
90453	9.4	-13.3	13	307	49.3757248	11.0346054
99084	10.2	-11.9	9	200	50.9754314	11.0261851
99625	9.4	-13.1	4	195	51.2124738	11.2823676
85560	8.3	-14.0	13	590	48.0818583	11.9879884
23669	9.2	-8.7	2	0	53.9774167	10.7830868
22958	9.2	-10.9	3	32	53.5867545	10.4021325
93352	8.6	-13.7	13	431	48.7682054	11.9690494
84546	8.5	-13.8	13	454	48.3944826	12.4507576
48720	9.9	-9.1	5	104	52.0031585	7.2016112
16559	9.5	-12.7	4	41	52.8677739	13.422727
97653	8.2	-12.3	10	453	50.4057912	9.9917781
74638	8.9	-12.2	13	477	49.1762155	9.6406819
74572	8.9	-12.5	13	467	49.2911775	9.9706951
99735	8.8	-13.2	7	270	51.4711739	10.7422562
39245	9.5	-12.5	4	52	52.07481749999999	11.8235871
60486	11.2	-9.2	12	114	50.1130657	8.6252221
60487	11.3	-9.1	12	112	50.12728730000001	8.6428547
76751	11.1	-9.9	12	97	49.0832083	8.2858353
95689	7.0	-14.5	10	662	49.9235517	12.135215
74223	10.2	-10.9	12	228	49.10213	9.2116954
97282	9.4	-11.4	13	286	49.9110486	9.8828934
36466	8.6	-12.7	10	362	50.7144684	10.1190749
19073	9.2	-11.3	3	50	53.5735246	11.3027049
45739	10.3	-8.7	5	111	51.637739	7.257956399999999
72362	7.4	-13.5	14	886	48.13326680000001	8.8909471
95100	7.5	-14.3	10	560	50.1597601	12.1187021
84435	8.6	-13.6	13	500	48.2574829	12.047505
93096	8.9	-13.8	13	350	48.9379982	12.1893683
80939	9.2	-12.9	13	495	48.201196	11.6145677
52396	10.1	-8.9	6	253	50.6343729	6.4583081
08485	8.4	-14.3	10	421	50.5693132	12.3661079
60594	11.2	-9.2	12	101	50.10375699999999	8.6889323
85293	8.6	-14.1	13	501	48.4570895	11.4813994
73760	9.8	-11.3	12	352	48.7145823	9.2584908
72636	10.0	-11.0	6	335	48.5933116	9.3570965
97255	9.6	-11.6	13	301	49.5744446	10.0185457
31174	9.7	-11.1	3	97	52.1740828	10.0987722
24991	8.9	-8.6	2	30	54.7088882	9.5164246
48356	10.2	-9.1	5	46	52.1023837	7.489105700000001
59929	8.4	-11.3	6	411	51.4113167	8.5841108
78658	8.4	-12.5	6	657	48.1674346	8.590668299999999
80333	10.2	-11.1	13	518	48.1440989	11.5695525
74677	10.1	-11.0	13	264	49.35297809999999	9.7280005
96110	8.9	-12.8	13	318	49.9684203	11.0213547
23683	9.2	-8.2	2	5	54.0253354	10.7402474
90617	9.0	-13.8	13	362	49.5257746	10.8307871
01979	9.5	-13.5	4	112	51.5004514	13.7399363
82293	8.7	-14.3	13	509	48.2562684	11.0964181
86738	9.0	-13.0	13	425	48.8643823	10.5749593
84155	8.4	-13.6	13	486	48.4017584	12.39452
28832	9.5	-9.7	3	24	53.0230093	9.0726476
67549	11.0	-10.2	12	105	49.6327078	8.3194956
39448	9.5	-12.6	4	73	51.9872716	11.4275102
47259	10.8	-8.3	5	31	51.3543213	6.715193699999999
71706	9.9	-11.6	12	289	48.9124811	9.0658004
85419	8.8	-13.6	13	466	48.5148137	11.9057693
26676	9.6	-9.4	3	1	53.1465696	7.793562700000001
94579	8.5	-12.3	11	451	48.7929598	13.2573072
94065	8.3	-12.5	10	513	48.7291338	13.6009117
46284	10.5	-8.3	5	37	51.6798375	6.928973399999999
21698	9.2	-9.8	3	20	53.45911049999999	9.4720129
65606	9.8	-10.3	7	173	50.3981952	8.2375172
35638	9.4	-11.0	7	220	50.55393429999999	8.3169267
27809	9.6	-9.5	3	-1	53.1623038	8.6151509
28195	10.1	-8.6	3	17	53.0838997	8.8044917
89173	8.2	-12.8	14	634	48.540583	9.9225999
95236	7.3	-14.5	10	604	50.1450238	11.6899862
96465	8.8	-12.0	13	327	50.30318279999999	11.1129024
92521	8.9	-14.0	13	362	49.3881487	12.135103
94360	8.5	-13.6	13	420	48.9759204	12.6803915
84556	8.6	-13.3	13	441	48.1939725	12.6959116
31552	9.9	-10.7	3	88	52.30161409999999	9.3368243
73733	9.8	-11.2	6	395	48.7563127	9.2985401
72664	9.1	-11.9	6	482	48.5583605	9.33723
31715	10.2	-10.5	3	48	52.3426962	9.1504249
44793	10.8	-8.1	5	64	51.4787676	7.194331099999999
67718	9.2	-10.9	6	437	49.3356175	7.7338321
83413	9.2	-13.0	13	407	47.9899567	12.8281112
91097	9.1	-13.4	13	350	49.5937153	10.7726008
74594	8.8	-12.8	13	465	49.1308253	10.1840729
89358	8.7	-13.0	13	505	48.3812817	10.3752354
01662	10.0	-12.9	4	109	51.1632952	13.475152
03116	9.5	-14.1	4	90	51.65574669999999	14.2241663
95502	8.7	-12.6	10	361	50.0586827	11.6070079
92670	8.2	-13.9	13	444	49.8015505	12.1589508
92431	8.3	-14.0	13	465	49.3440168	12.37489
38685	9.0	-12.7	6	267	51.8983476	10.3141871
97447	9.6	-11.5	13	231	49.8983042	10.3248561
17087	9.2	-13.1	4	42	53.68933939999999	13.2437058
01945	9.5	-14.2	4	115	51.4566131	13.8642648
94447	9.1	-13.3	13	316	48.7904026	12.9247084
47179	11.1	-7.8	5	18	51.52635189999999	6.7501943
54349	9.7	-9.6	7	331	49.8175998	6.9187945
56299	10.1	-9.6	5	203	50.34914	7.391131499999998
74392	9.8	-11.5	12	285	49.0078819	9.0481846
63906	10.3	-10.6	12	177	49.8157575	9.1631637
21129	9.3	-9.8	1	0	53.515527	9.8514063
31134	10.2	-10.7	3	81	52.1462043	9.9548938
88486	8.6	-12.9	13	546	48.1318878	10.0718847
18279	9.1	-12.2	4	33	53.7602201	12.3872278
07589	8.8	-13.9	9	324	50.8480011	11.9620272
56410	9.7	-9.8	6	264	50.4333344	7.8048883
79274	7.5	-13.3	8	861	48.0078185	8.092995499999999
61350	9.6	-10.7	7	281	50.2497872	8.564478
27570	10.3	-7.8	1	2	53.5398577	8.5904598
46487	10.5	-8.2	5	19	51.6802862	6.5529368
82390	8.1	-14.1	13	660	47.78046	11.20828
29478	9.3	-12.0	4	40	53.0619823	11.4358787
36304	8.9	-11.7	7	281	50.74770969999999	9.275865
84109	8.9	-13.6	13	368	48.628251	12.3425009
86733	9.1	-13.0	13	406	48.84430709999999	10.6268637
66115	9.7	-10.1	6	317	49.2866609	6.9831414
26842	9.6	-9.4	3	1	53.1362682	7.6188096
73457	8.5	-12.9	14	556	48.79648599999999	10.0311214
24247	9.0	-8.8	2	20	54.2836577	10.0438337
89296	8.6	-12.9	13	550	48.14250639999999	10.1783298
84543	8.9	-13.3	13	376	48.2655147	12.6511463
64331	10.9	-9.8	12	106	49.9163034	8.5944028
67281	10.7	-9.8	12	140	49.5379495	8.180493799999999
27339	9.6	-9.5	3	7	52.97009869999999	8.9402942
71404	10.1	-11.2	13	332	48.8367616	9.3761986
07429	6.9	-14.7	10	643	50.61378089999999	11.2026765
82441	7.5	-14.2	15	738	47.638716	11.2293903
52351	10.9	-8.3	5	142	50.7943983	6.5101019
54329	9.8	-9.3	7	300	49.6756602	6.6254122
53797	10.6	-9.0	5	70	50.8601727	7.2538128
67592	10.5	-10.0	12	190	49.6561483	8.2048507
56581	9.5	-10.0	6	331	50.5141196	7.466845499999999
76689	11.0	-10.1	12	110	49.1409722	8.5397118
03055	9.5	-14.0	4	71	51.7941895	14.3056705
95192	7.4	-14.8	10	569	50.3823802	11.6749345
22765	9.5	-9.3	3	31	53.55541419999999	9.929928
63762	10.6	-10.3	12	145	49.9210916	9.0714993
53111	11.7	-7.4	5	65	50.7419457	7.0950367
92526	7.6	-13.7	10	566	49.4591984	12.4539702
27753	9.9	-9.0	3	7	53.0522371	8.609065
15806	9.5	-13.8	4	44	52.2256726	13.4306835
73499	8.8	-12.7	13	452	49.03494449999999	10.2683377
87493	7.8	-14.0	15	677	47.7795375	10.2981629
38518	9.7	-11.3	3	58	52.5031666	10.5145813
99734	9.2	-12.8	7	203	51.4990777	10.8371712
58579	8.8	-10.3	6	349	51.2596963	7.5734973
25863	9.3	-7.3	1	0	54.64083429999999	8.6196573
85131	8.4	-13.0	13	544	48.9480409	11.2059762
90766	9.9	-12.4	13	308	49.4832225	10.9600774
18190	8.9	-12.0	2	40	54.0774093	12.3754757
04552	9.7	-12.9	4	144	51.1304093	12.4930461
14109	9.5	-12.6	4	61	52.415113	13.1468678
15757	9.5	-14.0	4	43	52.1066363	13.7018856
73494	8.7	-12.8	13	501	49.0201699	10.0323904
89568	9.0	-12.7	14	452	48.5982309	10.2661908
33829	9.7	-10.1	6	150	52.1025558	8.2813014
64287	10.6	-10.2	6	163	49.8682541	8.6848114
63322	10.6	-10.3	12	158	49.9779267	8.8047981
86701	9.0	-13.5	13	385	48.6858835	11.168528
91244	8.8	-13.7	13	402	49.5134495	11.3721144
23999	9.3	-9.6	0	0	53.99860830000001	11.4394866
81735	9.0	-13.0	13	538	48.1091485	11.6463656
50181	10.7	-8.6	5	87	51.0188788	6.5167885
54341	10.2	-9.3	7	204	49.7735612	6.7801902
48727	9.8	-9.3	5	152	51.9948158	7.3364268
79541	10.6	-10.1	12	313	47.6393662	7.6918694
65307	8.8	-10.9	7	435	50.14110119999999	8.0571521
32584	10.3	-9.8	5	53	52.1866111	8.7434549
22393	9.6	-9.5	3	35	53.6514412	10.1204336
89299	8.4	-13.1	13	593	48.2030918	10.1745052
92555	8.2	-13.7	10	466	49.5272376	12.25471
95466	8.1	-14.0	10	473	49.9412634	11.7227421
84140	8.3	-13.5	13	511	48.4538516	12.566403
03099	9.5	-13.8	4	74	51.7498527	14.2446897
40476	11.5	-7.6	5	45	51.248009	6.7790167
34125	9.6	-10.8	7	183	51.3331165	9.5223999
79802	9.5	-10.3	12	501	47.6234947	8.483514500000002
35116	8.3	-11.6	6	431	50.9943233	8.5451598
78262	9.3	-10.5	13	522	47.6968535	8.7550533
78564	7.8	-13.1	14	802	48.1459791	8.8101728
38116	9.8	-11.3	3	89	52.27744380000001	10.4502042
86871	8.5	-14.1	13	591	48.0596729	10.5920744
97957	9.9	-11.2	13	237	49.612306	9.8388399
76703	10.3	-10.5	6	198	49.125859	8.7407191
66862	10.1	-9.8	6	247	49.4141625	7.6281041
79219	10.5	-10.3	6	314	47.874764	7.7316989
57580	9.0	-10.1	6	372	50.7455481	7.812768599999999
79848	7.7	-13.5	14	850	47.8164063	8.3373857
97453	8.7	-11.6	13	365	50.04943290000001	10.309223
38542	9.7	-11.3	3	54	52.4457083	10.4337596
86450	8.8	-13.6	13	458	48.4650198	10.5626516
84183	8.8	-13.5	13	391	48.6011404	12.3813641
67294	9.7	-10.5	6	304	49.682705	8.0491858
49419	9.9	-9.8	3	38	52.542475	8.571419700000002
28857	9.5	-9.7	3	47	52.9092262	8.8606613
20359	10.0	-9.0	3	19	53.5511779	9.9641759
99765	9.4	-12.8	7	158	51.4469708	10.879917
74366	10.4	-10.8	12	187	49.0429761	9.1436376
82383	7.9	-14.1	15	787	47.80534660000001	11.004653
01737	8.7	-13.8	9	363	50.9700656	13.5362012
15732	9.8	-12.6	4	39	52.3545968	13.5793821
96346	7.8	-13.7	10	517	50.2683827	11.4717034
37186	8.8	-12.1	7	253	51.70444120000001	9.8426313
89614	8.7	-12.9	13	520	48.2856071	9.8058235
97792	7.3	-13.4	10	628	50.3210395	9.8627775
55131	11.3	-9.0	12	123	49.9889241	8.2716688
72227	8.9	-11.9	6	527	48.5665808	8.6181399
60386	11.1	-9.6	12	102	50.1240578	8.754575899999999
75031	10.4	-10.6	6	198	49.1341583	8.8980607
25785	9.1	-8.9	1	3	54.1731685	9.1903146
97234	9.6	-11.6	13	283	49.7078573	9.9055399
89447	8.6	-13.0	14	508	48.6755363	10.3075381
08289	8.3	-14.0	10	459	50.59098290000001	12.6400263
93173	8.8	-13.8	13	359	49.0749447	12.2012986
04435	9.7	-13.5	4	134	51.41283	12.2389121
14827	8.9	-13.1	4	156	52.1141093	12.4557646
12435	9.8	-12.3	4	40	52.4839855	13.4697778
85238	8.8	-13.8	13	460	48.41123349999999	11.4715161
24793	8.9	-9.2	3	27	54.18120649999999	9.7589803
71717	9.7	-11.2	13	348	49.0528377	9.344486300000002
