Support_Year;Cluster;Timestep;Power_Demand_kW;PV;HP;EB;from_grid;to_grid;from_main_grid;to_main_grid;to_network
0;0;33;52.36;260.474;132.899;0;0;75.215;0;0;75.215
0;0;34;52.567;387.073;123.838;0;0;210.669;0;0;210.669
0;0;35;47.295;390.327;107.199;0;0;235.833;0;0;235.833
0;0;36;42.366;289.414;106.821;0;0;140.227;0;0;140.227
0;0;37;51.243;566.432;92.996;0;0;422.194;0;0;422.194
0;0;38;51.218;643.65;147.383;0;0;445.049;0;0;445.049
0;0;39;53.353;516.195;144.553;0;0;318.289;0;0;318.289
0;0;40;57.102;264.024;144.553;0;0;62.369;0;0;62.369
0;0;41;57.079;89.042;55.807;0;23.844;0;23.844;0;0
0;0;42;61.974;1.884;145.766;0;205.856;0;205.856;0;0
0;0;43;74.16;0;148.192;0;222.352;0;222.352;0;0
0;0;44;71.647;0;150.215;0;221.862;0;221.862;0;0
0;0;45;58.305;0;47.685;0;105.99;0;105.99;0;0
0;0;46;65.383;0;153.86;0;219.243;0;219.243;0;0
0;0;47;46.733;0;107.151;0;153.884;0;153.884;0;0
0;0;48;17.282;0;0;0;17.282;0;17.282;0;0
0;0;49;19.915;0;0;0;19.915;0;19.915;0;0
0;0;50;19.197;0;0;0;19.197;0;19.197;0;0
0;0;51;18.749;0;0;0;18.749;0;18.749;0;0
0;0;52;19.09;0;66.563;0;85.653;0;85.653;0;0
0;0;53;20.694;0;101.996;0;122.689;0;122.689;0;0
0;0;54;23.065;0;106.151;0;129.216;0;129.216;0;0
0;0;55;60.294;0;130.747;0;191.041;0;191.041;0;0
0;0;56;63.73;56.944;125.473;0;132.258;0;132.258;0;0
0;0;57;51.505;152.732;108.1;0;6.873;0;6.873;0;0
0;0;58;48.399;268.753;100.089;0;0;120.265;0;0;120.265
0;0;59;41.674;372.298;129.064;0;0;201.56;0;0;201.56
0;0;60;41.584;198.691;149.811;0;0;7.296;0;0;7.296
0;0;61;47.117;81.577;34.46;0;0;0;0;0;0
0;0;62;49.054;65.534;16.48;0;0;0;0;0;0
0;0;63;47.918;380.839;85.997;0;0;246.923;0;0;246.923
0;0;64;57.25;394.969;144.149;0;0;193.57;0;0;193.57
0;0;65;70.428;67.101;0;0;3.327;0;3.327;0;0
0;0;66;84.017;0.94;35.861;0;118.938;0;118.938;0;0
0;0;67;88.679;0;53.795;0;142.474;0;142.474;0;0
0;0;68;71.117;0;134.06;0;205.177;0;205.177;0;0
0;0;69;77.293;0;134.06;0;211.352;0;211.352;0;0
0;0;70;57.741;0;136.076;0;193.816;0;193.816;0;0
0;0;71;43.434;0;127.332;0;170.766;0;170.766;0;0
0;0;72;16.68;0;0;0;16.68;0;16.68;0;0
0;0;73;18.497;0;0;0;18.497;0;18.497;0;0
0;0;74;18.753;0;0;0;18.753;0;18.753;0;0
0;0;75;19.291;0;0;0;19.291;0;19.291;0;0
0;0;76;18.646;0;157.104;0;175.749;0;175.749;0;0
0;0;77;19.385;0;21.697;0;41.083;0;41.083;0;0
0;0;78;21.275;0;106.74;0;128.014;0;128.014;0;0
0;0;79;23.975;0;160.756;0;184.731;0;184.731;0;0
0;0;80;38.687;18.284;115.009;0;135.412;0;135.412;0;0
0;0;81;35.583;49.392;122.825;0;109.016;0;109.016;0;0
0;0;82;40.063;80.066;120.015;0;80.012;0;80.012;0;0
0;0;83;40.237;136.284;114.716;0;18.668;0;18.668;0;0
0;0;84;46.263;203.16;156.897;0;0;0;0;0;0
0;0;85;36.957;175.037;138.08;0;0;0;0;0;0
0;0;86;41.332;96.87;55.538;0;0;0;0;0;0
0;0;87;30.673;158.757;128.084;0;0;0;0;0;0
0;0;88;33.745;92.593;159.538;0;100.69;0;100.69;0;0
0;0;89;38.165;142.733;161.568;0;57;0;57;0;0
0;0;90;53.996;14.378;156.964;0;196.583;0;196.583;0;0
0;0;91;66.306;0;165.225;0;231.531;0;231.531;0;0
0;0;92;86.208;0;166.039;0;252.246;0;252.246;0;0
0;0;93;67.065;0;168.073;0;235.137;0;235.137;0;0
0;0;94;67.394;0;168.48;0;235.874;0;235.874;0;0
0;0;95;47.262;0;168.48;0;215.742;0;215.742;0;0
0;0;96;16.928;0;169.701;0;186.629;0;186.629;0;0
0;0;97;23.989;0;171.33;0;195.319;0;195.319;0;0
0;0;98;17.948;0;172.145;0;190.093;0;190.093;0;0
0;0;99;18.371;0;173.368;0;191.739;0;191.739;0;0
0;0;100;19.023;0;173.368;0;192.391;0;192.391;0;0
0;0;101;19.237;0;173.368;0;192.605;0;192.605;0;0
0;0;102;20.112;0;172.552;0;192.664;0;192.664;0;0
0;0;103;57.712;0;172.96;0;230.672;0;230.672;0;0
0;0;104;67.911;67.911;171.737;0;171.737;0;171.737;0;0
0;0;105;47.477;161.731;170.108;0;55.855;0;55.855;0;0
0;0;106;54.912;146.067;168.48;0;77.324;0;77.324;0;0
0;0;107;64.118;115.036;166.852;0;115.934;0;115.934;0;0
0;0;108;53.382;104.101;165.225;0;114.506;0;114.506;0;0
0;0;109;50.888;87.122;163.193;0;126.959;0;126.959;0;0
0;0;110;53.597;358.432;160.35;0;0;144.486;0;0;144.486
0;0;111;49.389;318.959;158.726;0;0;110.844;0;0;110.844
0;0;112;69.74;49.526;159.132;0;179.346;0;179.346;0;0
0;0;113;72.969;39.588;164.006;0;197.386;0;197.386;0;0
0;0;114;82.471;15.37;165.632;0;232.733;0;232.733;0;0
0;0;115;83.674;0;169.701;0;253.374;0;253.374;0;0
0;0;116;82.816;0;172.96;0;255.776;0;255.776;0;0
0;0;117;75.133;0;172.145;0;247.277;0;247.277;0;0
0;0;118;67.236;0;172.96;0;240.196;0;240.196;0;0
0;0;119;40.051;0;173.775;0;213.827;0;213.827;0;0
0;0;120;18.89;0;174.591;0;193.481;0;193.481;0;0
0;0;121;21.302;0;174.183;0;195.485;0;195.485;0;0
0;0;122;19.23;0;173.775;0;193.005;0;193.005;0;0
0;0;123;19.221;0;175.407;0;194.628;0;194.628;0;0
0;0;124;17.906;0;175.407;0;193.312;0;193.312;0;0
0;0;125;18.701;0;175.407;0;194.108;0;194.108;0;0
0;0;126;21.776;0;174.591;0;196.367;0;196.367;0;0
0;0;127;61.177;0;174.999;48.281;284.456;0;284.456;0;0
0;0;128;68.58;81.82;174.999;29.577;191.335;0;191.335;0;0
0;0;129;49.433;263.687;173.368;25.555;0;15.332;0;0;15.332
0;0;130;50.955;259.958;170.515;4.25;0;34.237;0;0;34.237
0;0;131;46.573;114.006;170.923;0;103.49;0;103.49;0;0
0;0;132;47.952;77.742;172.552;0;142.762;0;142.762;0;0
0;0;133;61.175;146.278;169.294;0;84.192;0;84.192;0;0
0;0;134;58.734;124.821;167.259;0;101.172;0;101.172;0;0
0;0;135;48.127;242.913;162.787;0;0;32;0;0;32
0;0;136;49.306;204.929;163.599;0;7.976;0;7.976;0;0
0;0;137;60.065;209.995;164.412;0;14.482;0;14.482;0;0
0;0;138;78.816;5.753;168.073;0;241.136;0;241.136;0;0
0;0;139;70.461;0;170.108;0;240.57;0;240.57;0;0
0;0;140;73.079;0;172.145;0;245.224;0;245.224;0;0
0;0;141;56.957;0;174.591;0;231.548;0;231.548;0;0
0;0;142;70.845;0;177.447;0;248.292;0;248.292;0;0
0;0;143;40.193;0;178.263;0;218.456;0;218.456;0;0
0;0;144;16.649;0;178.263;0;194.913;0;194.913;0;0
0;0;145;20.916;0;181.532;0;202.448;0;202.448;0;0
0;0;146;19.2;0;181.123;0;200.323;0;200.323;0;0
0;0;147;19.012;0;184.395;0;203.407;0;203.407;0;0
0;0;148;19.016;0;185.622;0;204.638;0;204.638;0;0
0;0;149;18.933;0;186.851;0;205.784;0;205.784;0;0
0;0;150;22.165;0;190.129;61.565;273.859;0;273.859;0;0
0;0;151;58.021;2.917;189.719;154.997;399.82;0;399.82;0;0
0;0;152;53.952;177.219;189.309;121.942;187.984;0;187.984;0;0
0;0;153;50.245;461.455;186.441;95.79;0;128.978;0;0;128.978
0;0;154;44.56;558.688;181.123;52.051;0;280.954;0;0;280.954
0;0;155;43.651;403.513;175.815;20.946;0;163.101;0;0;163.101
0;0;156;45.316;536.909;173.368;13.059;0;305.167;0;0;305.167
0;0;157;59.808;271.482;170.923;0;0;40.751;0;0;40.751
0;0;158;57.623;95.118;173.368;0;135.873;0;135.873;0;0
0;0;159;48.26;167.338;172.96;0;53.882;0;53.882;0;0
0;0;160;54.876;267.946;177.855;35.215;0;0;0;0;0
0;0;161;56.285;148.609;179.08;0;86.756;0;86.756;0;0
0;0;162;61.855;20.285;179.08;0;220.65;0;220.65;0;0
0;0;163;74.505;0;183.167;0;257.672;0;257.672;0;0
0;0;164;75.637;0;185.213;0;260.851;0;260.851;0;0
0;0;165;71.567;0;187.67;180.007;439.244;0;439.244;0;0
0;0;166;63.412;0;189.719;352.793;605.924;0;605.924;0;0
0;0;167;50.47;0;186.851;352.793;590.114;0;590.114;0;0
0;1;0;16.763;0;0;0;16.763;0;16.763;0;0
0;1;1;17.892;0;0;0;17.892;0;17.892;0;0
0;1;2;18.353;0;0;0;18.353;0;18.353;0;0
0;1;3;19.991;0;0;0;19.991;0;19.991;0;0
0;1;4;21.049;0;0;0;21.049;0;21.049;0;0
0;1;5;19.563;0;0;0;19.563;0;19.563;0;0
0;1;6;26.057;9.534;0;0;16.523;0;16.523;0;0
0;1;7;40.093;104.488;0;0;0;64.395;0;0;64.395
0;1;8;60.865;294.512;0;0;0;233.647;0;0;233.647
0;1;9;64.839;507.033;0;0;0;442.195;0;59.074;383.121
0;1;10;61.129;675.207;0;0;0;614.078;0;207.185;406.894
0;1;11;53.857;765.32;0;0;0;711.463;0;339.794;371.67
0;1;12;52.06;835.621;0;0;0;783.561;0;421.651;361.91
0;1;13;57.414;936.164;0;0;0;878.75;0;502.392;376.358
0;1;14;58.452;766.842;0;0;0;708.39;0;279.773;428.617
0;1;15;50.397;523.065;0;0;0;472.668;0;0;472.668
0;1;16;60.324;357.439;0;0;0;297.115;0;0;297.115
0;1;17;55.497;216.428;0;0;0;160.931;0;0;160.931
0;1;18;54.288;94.929;0;0;0;40.641;0;0;40.641
0;1;19;73.578;3.661;0;0;69.917;0;69.917;0;0
0;1;20;73.7;0;0;0;73.7;0;73.7;0;0
0;1;21;70.329;0;0;0;70.329;0;70.329;0;0
0;1;22;58.006;0;0;0;58.006;0;58.006;0;0
0;1;23;41.519;0;0;0;41.519;0;41.519;0;0
0;1;24;17.033;0;0;0;17.033;0;17.033;0;0
0;1;25;22.962;0;0;0;22.962;0;22.962;0;0
0;1;26;19.109;0;0;0;19.109;0;19.109;0;0
0;1;27;19.443;0;0;0;19.443;0;19.443;0;0
0;1;28;18.48;0;0;0;18.48;0;18.48;0;0
0;1;29;20.301;0;0;0;20.301;0;20.301;0;0
0;1;30;25.054;7.756;0;0;17.298;0;17.298;0;0
0;1;31;49.862;96.704;0;0;0;46.842;0;0;46.842
0;1;32;60.478;286.301;0;0;0;225.823;0;0;225.823
0;1;33;53.815;481.266;3.412;0;0;424.039;0;45.387;378.652
0;1;34;52.588;623.239;3.795;0;0;566.855;0;168.475;398.38
0;1;35;43.748;753.229;3.436;0;0;706.045;0;310.342;395.703
0;1;36;42.093;912.993;4.154;0;0;866.746;0;502.772;363.974
0;1;37;50.23;931.409;2.807;0;0;878.372;0;509.567;368.805
0;1;38;48.461;871.91;3.249;0;0;820.199;0;419.974;400.225
0;1;39;44.694;739.197;72.139;0;0;622.364;0;24.028;598.336
0;1;40;54.569;553.493;0;0;0;498.924;0;138.377;360.548
0;1;41;61.044;329.896;0;0;0;268.852;0;0;268.852
0;1;42;58.963;145.613;0;0;0;86.65;0;0;86.65
0;1;43;65.332;14.09;0;0;51.241;0;51.241;0;0
0;1;44;77.275;0;0;0;77.275;0;77.275;0;0
0;1;45;65.547;0;0;0;65.547;0;65.547;0;0
0;1;46;56.193;0;0;0;56.193;0;56.193;0;0
0;1;47;56.054;0;0;0;56.054;0;56.054;0;0
0;1;48;17.665;0;0;0;17.665;0;17.665;0;0
0;1;49;19.433;0;0;0;19.433;0;19.433;0;0
0;1;50;18.81;0;0;0;18.81;0;18.81;0;0
0;1;51;18.246;0;0;0;18.246;0;18.246;0;0
0;1;52;22.32;0;0;0;22.32;0;22.32;0;0
0;1;53;19.955;0;0;0;19.955;0;19.955;0;0
0;1;54;24.447;4.605;0;0;19.841;0;19.841;0;0
0;1;55;49.846;58.331;0;0;0;8.484;0;0;8.484
0;1;56;47.804;230.814;0;0;0;183.009;0;0;183.009
0;1;57;46.15;435.531;0;0;0;389.381;0;73.336;316.045
0;1;58;43.74;610.07;3.527;0;0;562.803;0;210.553;352.249
0;1;59;40.508;731.386;3.406;0;0;687.471;0;348.316;339.156
0;1;60;41.084;837.919;2.399;0;0;794.435;0;454.876;339.559
0;1;61;40.198;749.613;46.237;0;0;663.178;0;154.939;508.239
0;1;62;50.588;493.791;35.872;0;0;407.331;0;0;407.331
0;1;63;47.314;206.905;0;0;0;159.592;0;0;159.592
0;1;64;50.552;333.738;0;0;0;283.186;0;0;283.186
0;1;65;46.183;256.578;0;0;0;210.395;0;0;210.395
0;1;66;57.231;105.664;0;0;0;48.434;0;0;48.434
0;1;67;60.604;12.824;0;0;47.78;0;47.78;0;0
0;1;68;77.337;0;0;0;77.337;0;77.337;0;0
0;1;69;64.027;0;0;0;64.027;0;64.027;0;0
0;1;70;58.409;0;0;0;58.409;0;58.409;0;0
0;1;71;39.712;0;0;0;39.712;0;39.712;0;0
0;1;72;17.553;0;0;0;17.553;0;17.553;0;0
0;1;73;19.72;0;0;0;19.72;0;19.72;0;0
0;1;74;19.438;0;0;0;19.438;0;19.438;0;0
0;1;75;18.504;0;0;0;18.504;0;18.504;0;0
0;1;76;18.562;0;0;0;18.562;0;18.562;0;0
0;1;77;23.894;0;0;0;23.894;0;23.894;0;0
0;1;78;21.902;5.572;0;0;16.33;0;16.33;0;0
0;1;79;27.42;73.06;0;0;0;45.64;0;0;45.64
0;1;80;30.01;262.183;0;0;0;232.174;0;63.683;168.49
0;1;81;35.494;503.022;3.659;0;0;463.868;0;264.294;199.575
0;1;82;36.17;701.243;4.344;0;0;660.729;0;455.045;205.684
0;1;83;38.244;847.655;3.353;0;0;806.057;0;607.935;198.122
0;1;84;35.505;909.019;2.589;0;0;870.925;0;678.57;192.354
0;1;85;40.699;845.041;3.673;0;0;800.668;0;609.343;191.325
0;1;86;40.226;744.164;3.603;0;0;700.335;0;504.102;196.234
0;1;87;33.412;694.119;69.857;0;0;590.85;0;180.247;410.603
0;1;88;46.745;388.575;0;0;0;341.829;0;164.314;177.515
0;1;89;36.401;209.156;0;0;0;172.756;0;0;172.756
0;1;90;51.357;134.049;0;0;0;82.692;0;0;82.692
0;1;91;64.757;13.188;0;0;51.569;0;51.569;0;0
0;1;92;67.966;0;0;0;67.966;0;67.966;0;0
0;1;93;64.396;0;0;0;64.396;0;64.396;0;0
0;1;94;58.339;0;0;0;58.339;0;58.339;0;0
0;1;95;49.996;0;0;0;49.996;0;49.996;0;0
0;1;96;16.783;0;0;0;16.783;0;16.783;0;0
0;1;97;18.711;0;0;0;18.711;0;18.711;0;0
0;1;98;22.833;0;0;0;22.833;0;22.833;0;0
0;1;99;19.229;0;0;0;19.229;0;19.229;0;0
0;1;100;18.228;0;0;0;18.228;0;18.228;0;0
0;1;101;19.633;0;0;0;19.633;0;19.633;0;0
0;1;102;19.604;4.635;0;0;14.97;0;14.97;0;0
0;1;103;36.294;80.746;0;0;0;44.452;0;0;44.452
0;1;104;54.144;209.245;0;0;0;155.101;0;0;155.101
0;1;105;51.254;236.524;0;0;0;185.27;0;0;185.27
0;1;106;51.898;504.486;4.028;0;0;448.56;0;28.402;420.158
0;1;107;64.064;864.946;3.296;0;0;797.586;0;377.324;420.263
0;1;108;58.338;968.399;4.494;0;0;905.568;0;501.429;404.139
0;1;109;58.036;786.338;76.728;0;0;651.574;0;8.851;642.723
0;1;110;67.313;413.595;0;0;0;346.282;0;0;346.282
0;1;111;52.702;326.708;0;0;0;274.005;0;0;274.005
0;1;112;65.548;299.447;0;0;0;233.899;0;0;233.899
0;1;113;66.989;238.31;0;0;0;171.321;0;0;171.321
0;1;114;54.354;125.696;0;0;0;71.342;0;0;71.342
0;1;115;70.136;12.328;0;0;57.808;0;57.808;0;0
0;1;116;71.854;0;0;0;71.854;0;71.854;0;0
0;1;117;59.689;0;0;0;59.689;0;59.689;0;0
0;1;118;53.321;0;0;0;53.321;0;53.321;0;0
0;1;119;35.648;0;0;0;35.648;0;35.648;0;0
0;1;120;16.989;0;0;0;16.989;0;16.989;0;0
0;1;121;20.609;0;0;0;20.609;0;20.609;0;0
0;1;122;18.532;0;0;0;18.532;0;18.532;0;0
0;1;123;18.088;0;0;0;18.088;0;18.088;0;0
0;1;124;19.257;0;0;0;19.257;0;19.257;0;0
0;1;125;19.214;0;0;0;19.214;0;19.214;0;0
0;1;126;20.541;2.774;0;0;17.767;0;17.767;0;0
0;1;127;50.68;60.798;0;0;0;10.118;0;0;10.118
0;1;128;54.988;266.194;0;0;0;211.206;0;0;211.206
0;1;129;51.142;498.309;4.386;0;0;442.781;0;45.268;397.513
0;1;130;56.876;696.322;3.783;0;0;635.663;0;230.746;404.916
0;1;131;53.731;826.127;3.486;0;0;768.91;0;375.474;393.436
0;1;132;58.33;902.106;4.864;0;0;838.912;0;454.056;384.855
0;1;133;63.697;853.155;3.33;0;0;786.127;0;400.437;385.69
0;1;134;47.891;674.851;67.96;0;0;559;0;5.323;553.677
0;1;135;43.623;477.761;0;0;0;434.138;0;0;434.138
0;1;136;43.111;372.117;0;0;0;329.006;0;0;329.006
0;1;137;48.474;289.368;0;0;0;240.894;0;0;240.894
0;1;138;60.867;128.972;0;0;0;68.104;0;0;68.104
0;1;139;68.997;11.144;0;0;57.853;0;57.853;0;0
0;1;140;65.642;0;0;0;65.642;0;65.642;0;0
0;1;141;62.976;0;0;0;62.976;0;62.976;0;0
0;1;142;52.098;0;0;0;52.098;0;52.098;0;0
0;1;143;62.957;0;0;0;62.957;0;62.957;0;0
0;1;144;17.761;0;0;0;17.761;0;17.761;0;0
0;1;145;18.734;0;0;0;18.734;0;18.734;0;0
0;1;146;18.328;0;0;0;18.328;0;18.328;0;0
0;1;147;18.938;0;0;0;18.938;0;18.938;0;0
0;1;148;21.383;0;0;0;21.383;0;21.383;0;0
0;1;149;19.675;0;0;0;19.675;0;19.675;0;0
0;1;150;21.782;1.837;0;0;19.946;0;19.946;0;0
0;1;151;41.563;78.551;0;0;0;36.988;0;0;36.988
0;1;152;61.339;276.424;0;0;0;215.085;0;0;215.085
0;1;153;51.422;502.828;4.097;0;0;447.309;0;55.43;391.879
0;1;154;53.235;699.014;3.816;0;0;641.962;0;237.432;404.53
0;1;155;55.191;845.233;3.143;0;0;786.899;0;386.606;400.293
0;1;156;52.641;925.528;4.608;0;0;868.279;0;480.852;387.427
0;1;157;52.877;910.631;3.045;0;0;854.709;0;345.983;508.727
0;1;158;56.802;676.434;80.417;0;0;539.214;0;0;539.214
0;1;159;40.456;591.251;88.915;0;0;461.879;0;0;461.879
0;1;160;59.589;463.185;0;0;0;403.596;0;0;403.596
0;1;161;58.815;322.614;0;0;0;263.799;0;0;263.799
0;1;162;39.094;124.437;0;0;0;85.343;0;0;85.343
0;1;163;72.316;10.396;0;0;61.919;0;61.919;0;0
0;1;164;76.092;0;0;0;76.092;0;76.092;0;0
0;1;165;68.057;0;0;0;68.057;0;68.057;0;0
0;1;166;69.299;0;0;0;69.299;0;69.299;0;0
0;1;167;42.765;0;0;0;42.765;0;42.765;0;0
0;2;0;17.2;0;149.406;0;166.606;0;166.606;0;0
0;2;1;26.017;0;152.645;0;178.662;0;178.662;0;0
0;2;2;18.383;0;154.365;0;172.748;0;172.748;0;0
0;2;3;18.823;0;84.226;0;103.049;0;103.049;0;0
0;2;4;19.18;0;0;0;19.18;0;19.18;0;0
0;2;5;19.286;0;159.944;0;179.23;0;179.23;0;0
0;2;6;21.88;0;0;0;21.88;0;21.88;0;0
0;2;7;59.192;63.667;0;0;0;4.474;0;0;4.474
0;2;8;59.848;313.924;109.161;0;0;144.915;0;0;144.915
0;2;9;48.274;552.738;90.101;0;0;414.363;0;0;414.363
0;2;10;58.053;739.098;68.449;0;0;612.596;0;0;612.596
0;2;11;45.403;859.299;88.902;0;0;724.994;0;0;724.994
0;2;12;46.31;917.396;129.226;0;0;741.859;0;0;741.859
0;2;13;48.912;808.853;126.007;0;0;633.934;0;0;633.934
0;2;14;50.379;521.445;0;0;0;471.066;0;0;471.066
0;2;15;59.077;416.765;0;0;0;357.688;0;0;357.688
0;2;16;52.43;400.795;0;0;0;348.365;0;0;348.365
0;2;17;51.332;242.016;66.852;0;0;123.832;0;0;123.832
0;2;18;66.635;50.36;128.421;0;144.697;0;144.697;0;0
0;2;19;68.004;0;33.058;0;101.062;0;101.062;0;0
0;2;20;77.633;0;40.069;0;117.702;0;117.702;0;0
0;2;21;63.117;0;45.081;0;108.199;0;108.199;0;0
0;2;22;65.663;0;49.722;0;115.385;0;115.385;0;0
0;2;23;58.176;0;57.855;0;116.031;0;116.031;0;0
0;2;24;16.659;0;70.74;0;87.398;0;87.398;0;0
0;2;25;19.219;0;0;0;19.219;0;19.219;0;0
0;2;26;18.695;0;0;0;18.695;0;18.695;0;0
0;2;27;18.878;0;109.263;0;128.141;0;128.141;0;0
0;2;28;18.35;0;0;0;18.35;0;18.35;0;0
0;2;29;22.177;0;0;0;22.177;0;22.177;0;0
0;2;30;24.177;0;120.175;0;144.351;0;144.351;0;0
0;2;31;49.628;58.841;112.774;0;103.562;0;103.562;0;0
0;2;32;49.094;293.266;95.428;0;0;148.744;0;0;148.744
0;2;33;52.874;488.289;76.819;0;0;358.596;0;0;358.596
0;2;34;54.421;685.766;54.275;0;0;577.071;0;0;577.071
0;2;35;48.965;811.418;128.019;0;0;634.434;0;0;634.434
0;2;36;54.908;856.177;121.585;0;0;679.685;0;0;679.685
0;2;37;47.655;822.289;120.781;0;0;653.853;0;0;653.853
0;2;38;43.854;746.649;0;0;0;702.795;0;0;702.795
0;2;39;50.496;620.625;33.208;0;0;536.921;0;0;536.921
0;2;40;56.111;403.492;11.002;0;0;336.38;0;0;336.38
0;2;41;56.581;157.806;0;0;0;101.225;0;0;101.225
0;2;42;64.693;36.186;0;0;28.507;0;28.507;0;0
0;2;43;67.545;0;0;0;67.545;0;67.545;0;0
0;2;44;78.285;0;0;0;78.285;0;78.285;0;0
0;2;45;65.811;0;0;0;65.811;0;65.811;0;0
0;2;46;69.962;0;0;0;69.962;0;69.962;0;0
0;2;47;45.367;0;0;0;45.367;0;45.367;0;0
0;2;48;16.822;0;0;0;16.822;0;16.822;0;0
0;2;49;17.764;0;0;0;17.764;0;17.764;0;0
0;2;50;19.345;0;0;0;19.345;0;19.345;0;0
0;2;51;18.273;0;0;0;18.273;0;18.273;0;0
0;2;52;18.43;0;8.494;0;26.924;0;26.924;0;0
0;2;53;19.109;0;30.914;0;50.023;0;50.023;0;0
0;2;54;19.644;0;31.209;0;50.853;0;50.853;0;0
0;2;55;66.523;1.865;40.551;0;105.208;0;105.208;0;0
0;2;56;56.031;49.148;41.023;0;47.905;0;47.905;0;0
0;2;57;46.321;101.643;28.954;0;0;26.368;0;0;26.368
0;2;58;50.515;86.342;24.644;0;0;11.183;0;0;11.183
0;2;59;41.633;108.739;41.404;0;0;25.701;0;0;25.701
0;2;60;44.391;151.654;0;0;0;107.263;0;0;107.263
0;2;61;44.379;162.895;14.934;0;0;103.582;0;0;103.582
0;2;62;39.595;192.603;13.909;0;0;139.099;0;0;139.099
0;2;63;55.488;213.857;37.966;0;0;120.403;0;0;120.403
0;2;64;42.025;97.409;0;0;0;55.385;0;0;55.385
0;2;65;53.251;63.162;0;0;0;9.911;0;0;9.911
0;2;66;64.919;19.974;125.203;0;170.148;0;170.148;0;0
0;2;67;71.876;0;0;0;71.876;0;71.876;0;0
0;2;68;82.575;0;0;0;82.575;0;82.575;0;0
0;2;69;62.48;0;0;0;62.48;0;62.48;0;0
0;2;70;59.396;0;130.032;0;189.427;0;189.427;0;0
0;2;71;58.581;0;46.262;0;104.842;0;104.842;0;0
0;2;72;17.162;0;132.448;0;149.61;0;149.61;0;0
0;2;73;23.613;0;32.164;0;55.778;0;55.778;0;0
0;2;74;18.041;0;39.268;0;57.309;0;57.309;0;0
0;2;75;19.582;0;0;0;19.582;0;19.582;0;0
0;2;76;17.903;0;57.167;0;75.07;0;75.07;0;0
0;2;77;23.818;0;0;0;23.818;0;23.818;0;0
0;2;78;22.748;0;0;0;22.748;0;22.748;0;0
0;2;79;24.532;43.456;0;0;0;18.924;0;0;18.924
0;2;80;31.991;193.066;0;0;0;161.075;0;0;161.075
0;2;81;33.584;158.327;0;0;0;124.744;0;0;124.744
0;2;82;51.841;166.919;49.147;0;0;65.931;0;0;65.931
0;2;83;34.29;389.267;42.481;0;0;312.496;0;0;312.496
0;2;84;34.324;619.338;89.284;0;0;495.73;0;0;495.73
0;2;85;36.527;469.804;7.772;0;0;425.506;0;0;425.506
0;2;86;41.472;292.417;0;0;0;250.945;0;0;250.945
0;2;87;41.855;250.46;127.616;0;0;80.988;0;0;80.988
0;2;88;35.853;171.727;0;0;0;135.875;0;0;135.875
0;2;89;40.879;138.058;128.824;0;31.645;0;31.645;0;0
0;2;90;52.542;25.08;33.193;0;60.656;0;60.656;0;0
0;2;91;50.629;0;0;0;50.629;0;50.629;0;0
0;2;92;63.513;0;138.092;0;201.605;0;201.605;0;0
