Support_Year;Cluster;Timestep;HP
0;1;46;0.0
0;1;47;0.0
0;1;48;0.0
0;1;49;0.0
0;1;50;0.0
0;1;51;0.0
0;1;52;0.0
0;1;53;0.0
0;1;54;0.0
0;1;55;0.0
0;1;56;0.0
0;1;57;0.0
0;1;58;17.081
0;1;59;14.955
0;1;60;13.69
0;1;61;15.467
0;1;62;18.523
0;1;63;406.668
0;1;64;0.0
0;1;65;0.0
0;1;66;0.0
0;1;67;0.0
0;1;68;0.0
0;1;69;0.0
0;1;70;0.0
0;1;71;0.0
0;1;72;0.0
0;1;73;0.0
0;1;74;0.0
0;1;75;0.0
0;1;76;0.0
0;1;77;0.0
0;1;78;0.0
0;1;79;0.0
0;1;80;0.0
0;1;81;15.135
0;1;82;16.866
0;1;83;17.725
0;1;84;15.216
0;1;85;15.144
0;1;86;16.294
0;1;87;345.138
0;1;88;0.0
0;1;89;0.0
0;1;90;0.0
0;1;91;0.0
0;1;92;0.0
0;1;93;0.0
0;1;94;0.0
0;1;95;0.0
0;1;96;0.0
0;1;97;0.0
0;1;98;0.0
0;1;99;0.0
0;1;100;0.0
0;1;101;0.0
0;1;102;0.0
0;1;103;0.0
0;1;104;0.0
0;1;105;15.2
0;1;106;19.889
0;1;107;17.169
0;1;108;30.862
0;1;109;15.591
0;1;110;16.908
0;1;111;20.84
0;1;112;13.148
0;1;113;318.941
0;1;114;0.0
0;1;115;0.0
0;1;116;0.0
0;1;117;0.0
0;1;118;0.0
0;1;119;0.0
0;1;120;0.0
0;1;121;0.0
0;1;122;0.0
0;1;123;0.0
0;1;124;0.0
0;1;125;0.0
0;1;126;0.0
0;1;127;0.0
0;1;128;0.0
0;1;129;18.112
0;1;130;16.301
0;1;131;16.508
0;1;132;29.472
0;1;133;15.08
0;1;134;15.078
0;1;135;18.956
0;1;136;14.928
0;1;137;315.68
0;1;138;0.0
0;1;139;0.0
0;1;140;0.0
0;1;141;0.0
0;1;142;0.0
0;1;143;0.0
0;1;144;0.0
0;1;145;0.0
0;1;146;0.0
0;1;147;0.0
0;1;148;0.0
0;1;149;0.0
0;1;150;0.0
0;1;151;0.0
0;1;152;0.0
0;1;153;14.431
0;1;154;20.093
0;1;155;18.221
0;1;156;27.798
0;1;157;13.797
0;1;158;14.822
0;1;159;524.695
0;1;160;0.0
0;1;161;0.0
0;1;162;0.0
0;1;163;0.0
0;1;164;0.0
0;1;165;0.0
0;1;166;0.0
0;1;167;0.0
0;2;0;0.0
0;2;1;45.505
0;2;2;610.355
0;2;3;0.0
0;2;4;470.365
0;2;5;610.355
0;2;6;0.0
0;2;7;0.0
0;2;8;0.0
0;2;9;267.196
0;2;10;250.325
0;2;11;207.643
0;2;12;166.925
0;2;13;126.407
0;2;14;110.198
0;2;15;610.355
0;2;16;610.355
0;2;17;532.897
0;2;18;0.0
0;2;19;391.586
0;2;20;225.69
0;2;21;0.0
0;2;22;471.523
0;2;23;0.0
0;2;24;0.0
0;2;25;0.0
0;2;26;115.296
0;2;27;0.0
0;2;28;610.355
0;2;29;117.66
0;2;30;421.363
0;2;31;424.691
0;2;32;396.27
0;2;33;384.838
0;2;34;343.999
0;2;35;297.455
0;2;36;256.47
0;2;37;180.51
0;2;38;139.102
0;2;39;514.804
0;2;40;610.355
0;2;41;610.355
0;2;42;150.336
0;2;43;0.0
0;2;44;0.0
0;2;45;0.0
0;2;46;0.0
0;2;47;0.0
0;2;48;0.0
0;2;49;0.0
0;2;50;0.0
0;2;51;178.941
0;2;52;187.214
0;2;53;193.728
0;2;54;186.302
0;2;55;251.739
0;2;56;254.154
0;2;57;173.429
0;2;58;160.953
0;2;59;142.307
0;2;60;121.543
0;2;61;106.394
0;2;62;85.902
0;2;63;105.034
0;2;64;501.514
0;2;65;610.355
0;2;66;0.0
0;2;67;0.0
0;2;68;0.0
0;2;69;0.0
0;2;70;0.0
0;2;71;0.0
0;2;72;0.0
0;2;73;0.0
0;2;74;163.257
0;2;75;169.212
0;2;76;175.568
0;2;77;182.769
0;2;78;187.932
0;2;79;277.519
0;2;80;280.188
0;2;81;200.757
0;2;82;191.269
0;2;83;147.326
0;2;84;110.954
0;2;85;167.884
0;2;86;610.355
0;2;87;610.355
0;2;88;0.0
0;2;89;0.0
0;2;90;0.0
0;2;91;0.0
0;2;92;610.355
0;2;93;0.0
0;2;94;0.0
0;2;95;0.0
0;2;96;0.0
0;2;97;0.0
0;2;98;304.643
0;2;99;610.355
0;2;100;355.311
0;2;101;0.0
0;2;102;383.326
0;2;103;384.974
0;2;104;339.387
0;2;105;322.452
0;2;106;300.536
0;2;107;267.854
0;2;108;270.199
0;2;109;458.127
0;2;110;0.0
0;2;111;229.578
0;2;112;226.306
0;2;113;231.717
0;2;114;268.451
0;2;115;278.774
0;2;116;284.896
0;2;117;291.133
0;2;118;262.176
0;2;119;610.355
0;2;120;0.0
0;2;121;610.355
0;2;122;1.724
0;2;123;335.344
0;2;124;341.089
0;2;125;347.213
0;2;126;393.595
0;2;127;380.934
0;2;128;335.505
0;2;129;332.4
0;2;130;318.707
0;2;131;281.515
0;2;132;266.099
0;2;133;222.859
0;2;134;610.355
0;2;135;610.355
0;2;136;0.0
0;2;137;0.0
0;2;138;0.0
0;2;139;610.355
0;2;140;7.995
0;2;141;0.0
0;2;142;528.943
0;2;143;0.0
0;2;144;296.826
0;2;145;304.753
0;2;146;316.829
0;2;147;321.834
0;2;148;329.376
0;2;149;334.055
0;2;150;385.28
0;2;151;382.225
0;2;152;341.337
0;2;153;325.698
0;2;154;308.551
0;2;155;297.364
0;2;156;281.044
0;2;157;225.286
0;2;158;202.75
0;2;159;191.298
0;2;160;178.244
0;2;161;179.34
0;2;162;221.196
0;2;163;232.036
0;2;164;228.148
0;2;165;238.152
0;2;166;194.467
0;2;167;482.441
0;3;0;290.136
0;3;1;600.245
0;3;2;610.355
0;3;3;610.355
0;3;4;610.355
0;3;5;610.355
0;3;6;610.355
0;3;7;610.355
0;3;8;606.872
0;3;9;604.44
0;3;10;583.63
0;3;11;562.289
0;3;12;556.087
0;3;13;510.498
0;3;14;610.355
0;3;15;610.355
0;3;16;610.355
0;3;17;610.355
0;3;18;610.355
0;3;19;0.0
0;3;20;223.85
0;3;21;523.592
0;3;22;610.355
0;3;23;610.355
0;3;24;610.355
0;3;25;370.902
0;3;26;610.355
0;3;27;610.355
0;3;28;610.355
0;3;29;610.355
0;3;30;610.355
0;3;31;610.355
0;3;32;610.355
0;3;33;609.383
0;3;34;593.719
0;3;35;563.959
0;3;36;561.078
0;3;37;532.112
0;3;38;528.656
0;3;39;536.482
0;3;40;527.985
0;3;41;536.818
0;3;42;577.842
0;3;43;580.249
0;3;44;576.908
0;3;45;577.814
0;3;46;535.587
0;3;47;536.384
0;3;48;442.865
0;3;49;429.181
0;3;50;419.555
0;3;51;412.722
0;3;52;410.781
0;3;53;411.749
0;3;54;410.198
0;3;55;505.58
0;3;56;505.124
0;3;57;431.724
0;3;58;435.952
0;3;59;425.819
0;3;60;406.383
0;3;61;382.264
0;3;62;368.631
0;3;63;397.522
0;3;64;381.996
0;3;65;610.355
0;3;66;610.355
0;3;67;610.355
0;3;68;485.67
0;3;69;0.0
0;3;70;0.0
0;3;71;403.055
0;3;72;418.747
0;3;73;422.346
0;3;74;429.926
0;3;75;440.341
0;3;76;440.362
0;3;77;445.586
0;3;78;610.355
0;3;79;375.842
0;3;80;559.208
0;3;81;471.168
0;3;82;470.283
0;3;83;469.662
0;3;84;450.076
0;3;85;610.355
0;3;86;260.723
0;3;87;610.355
0;3;88;610.355
0;3;89;610.355
0;3;90;610.355
0;3;91;543.933
0;3;92;0.0
0;3;93;610.355
0;3;94;610.355
0;3;95;610.355
0;3;96;610.355
0;3;97;610.355
0;3;98;610.355
0;3;99;610.355
0;3;100;610.355
0;3;101;610.355
0;3;102;610.355
0;3;103;610.355
0;3;104;610.355
0;3;105;610.355
0;3;106;610.355
0;3;107;610.355
0;3;108;610.355
0;3;109;594.924
0;3;110;590.092
0;3;111;582.915
0;3;112;565.225
0;3;113;563.414
0;3;114;604.225
0;3;115;591.112
0;3;116;596.114
0;3;117;594.175
0;3;118;610.355
0;3;119;610.355
0;3;120;610.355
0;3;121;610.355
0;3;122;610.355
0;3;123;610.355
0;3;124;610.355
0;3;125;585.944
0;3;126;610.355
0;3;127;610.355
0;3;128;610.355
0;3;129;610.355
0;3;130;610.355
0;3;131;610.355
0;3;132;610.355
0;3;133;610.355
0;3;134;610.355
0;3;135;610.355
0;3;136;610.355
0;3;137;610.355
0;3;138;610.355
0;3;139;610.355
0;3;140;610.355
0;3;141;610.355
0;3;142;610.355
0;3;143;610.355
0;3;144;610.355
0;3;145;610.355
0;3;146;610.355
0;3;147;610.355
0;3;148;610.355
0;3;149;610.355
0;3;150;610.355
0;3;151;610.355
0;3;152;610.355
0;3;153;599.411
0;3;154;571.194
0;3;155;538.124
0;3;156;542.196
0;3;157;610.355
0;3;158;382.241
0;3;159;490.004
0;3;160;478.671
0;3;161;471.745
0;3;162;500.284
0;3;163;509.851
0;3;164;495.814
0;3;165;496.212
0;3;166;610.355
0;3;167;583.817
5;0;0;610.355
5;0;1;610.355
5;0;2;0.0
5;0;3;213.104
5;0;4;454.258
5;0;5;458.19
5;0;6;505.771
5;0;7;504.078
5;0;8;427.843
5;0;9;392.095
5;0;10;351.246
5;0;11;315.779
5;0;12;317.358
5;0;13;610.355
5;0;14;610.355
5;0;15;610.355
5;0;16;610.355
5;0;17;0.0
5;0;18;610.355
5;0;19;32.619
5;0;20;610.355
5;0;21;335.915
5;0;22;0.0
5;0;23;0.0
5;0;24;0.0
5;0;25;76.953
5;0;26;418.695
5;0;27;432.899
5;0;28;442.603
5;0;29;610.355
5;0;30;368.411
5;0;31;526.888
5;0;32;477.286
5;0;33;468.954
5;0;34;451.041
5;0;35;433.513
5;0;36;610.355
5;0;37;235.483
5;0;38;403.058
5;0;39;399.038
5;0;40;375.381
5;0;41;370.243
5;0;42;402.647
5;0;43;413.507
5;0;44;418.451
5;0;45;429.11
5;0;46;391.858
5;0;47;402.624
5;0;48;344.592
5;0;49;344.386
5;0;50;350.995
5;0;51;360.911
5;0;52;365.028
5;0;53;372.645
5;0;54;372.246
5;0;55;460.728
5;0;56;470.039
5;0;57;374.651
5;0;58;353.557
5;0;59;317.727
5;0;60;288.609
5;0;61;270.467
5;0;62;265.266
5;0;63;270.487
5;0;64;240.108
5;0;65;182.598
5;0;66;174.47
5;0;67;610.355
5;0;68;37.291
5;0;69;0.0
5;0;70;243.439
5;0;71;225.913
5;0;72;507.28
5;0;73;0.0
5;0;74;270.445
5;0;75;274.338
5;0;76;273.908
5;0;77;278.459
5;0;78;279.931
5;0;79;372.355
5;0;80;369.886
5;0;81;278.994
5;0;82;264.77
5;0;83;250.794
5;0;84;233.144
5;0;85;219.715
5;0;86;505.499
5;0;87;610.355
5;0;88;610.355
5;0;89;610.355
5;0;90;0.0
5;0;91;491.939
5;0;92;0.0
5;0;93;610.355
5;0;94;0.0
5;0;95;610.355
5;0;96;470.955
5;0;97;454.668
5;0;98;4.663
5;0;99;0.0
5;0;100;0.0
5;0;101;494.105
5;0;102;538.955
5;0;103;547.709
5;0;104;493.504
5;0;105;481.132
5;0;106;454.086
5;0;107;424.038
5;0;108;437.295
5;0;109;405.589
5;0;110;393.824
5;0;111;388.167
5;0;112;361.104
5;0;113;610.355
5;0;114;610.355
5;0;115;610.355
5;0;116;610.355
5;0;117;610.355
5;0;118;610.355
5;0;119;460.952
5;0;120;0.0
5;0;121;0.0
5;0;122;0.0
5;0;123;481.746
5;0;124;485.233
5;0;125;496.973
5;0;126;555.313
5;0;127;548.358
5;0;128;497.303
5;0;129;498.033
5;0;130;475.412
5;0;131;437.41
5;0;132;436.888
5;0;133;393.475
5;0;134;610.355
5;0;135;610.355
5;0;136;610.355
5;0;137;0.0
5;0;138;610.355
5;0;139;610.355
5;0;140;610.355
5;0;141;610.355
5;0;142;610.355
5;0;143;0.0
5;0;144;0.0
5;0;145;176.427
5;0;146;500.284
5;0;147;508.234
5;0;148;519.605
5;0;149;528.809
5;0;150;575.203
5;0;151;574.078
5;0;152;515.337
5;0;153;513.73
5;0;154;500.951
5;0;155;476.588
5;0;156;462.606
5;0;157;410.486
5;0;158;380.865
5;0;159;359.3
5;0;160;610.355
5;0;161;610.355
5;0;162;610.355
5;0;163;610.355
5;0;164;610.355
5;0;165;0.0
5;0;166;208.436
5;0;167;0.0
5;1;0;0.0
5;1;1;0.0
5;1;2;0.0
5;1;3;0.0
5;1;4;0.0
5;1;5;0.0
5;1;6;0.0
5;1;7;0.0
5;1;8;0.0
5;1;9;0.0
5;1;10;0.0
5;1;11;0.0
5;1;12;0.0
5;1;13;0.0
5;1;14;0.0
5;1;15;0.0
5;1;16;13.681
5;1;17;11.598
5;1;18;124.361
5;1;19;0.0
5;1;20;0.0
5;1;21;0.0
5;1;22;0.0
5;1;23;0.0
5;1;24;4.476
5;1;25;5.716
5;1;26;5.97
5;1;27;6.014
5;1;28;5.426
5;1;29;39.088
5;1;30;0.0
5;1;31;41.647
5;1;32;13.321
5;1;33;13.931
5;1;34;18.179
5;1;35;14.134
5;1;36;24.722
5;1;37;12.354
5;1;38;13.134
5;1;39;28.364
5;1;40;0.0
5;1;41;354.969
5;1;42;0.0
5;1;43;0.0
5;1;44;0.0
5;1;45;0.0
5;1;46;0.0
5;1;47;0.0
5;1;48;0.0
5;1;49;0.0
5;1;50;0.0
5;1;51;0.0
5;1;52;0.0
5;1;53;0.0
5;1;54;0.0
5;1;55;0.0
5;1;56;0.0
5;1;57;0.0
5;1;58;15.279
5;1;59;13.376
5;1;60;12.245
5;1;61;13.835
5;1;62;16.568
5;1;63;363.754
5;1;64;0.0
5;1;65;0.0
5;1;66;0.0
5;1;67;0.0
5;1;68;0.0
5;1;69;0.0
5;1;70;0.0
5;1;71;0.0
5;1;72;0.0
5;1;73;0.0
5;1;74;0.0
5;1;75;0.0
5;1;76;0.0
5;1;77;0.0
5;1;78;0.0
5;1;79;0.0
5;1;80;0.0
5;1;81;13.538
5;1;82;15.086
5;1;83;15.854
5;1;84;13.611
5;1;85;13.546
5;1;86;14.575
5;1;87;308.717
5;1;88;0.0
5;1;89;0.0
5;1;90;0.0
5;1;91;0.0
5;1;92;0.0
5;1;93;0.0
5;1;94;0.0
5;1;95;0.0
5;1;96;0.0
5;1;97;0.0
5;1;98;0.0
5;1;99;0.0
5;1;100;0.0
5;1;101;0.0
5;1;102;0.0
5;1;103;0.0
5;1;104;0.0
5;1;105;13.596
5;1;106;17.791
5;1;107;15.358
5;1;108;27.605
5;1;109;13.945
5;1;110;15.124
5;1;111;18.64
5;1;112;11.76
5;1;113;285.284
5;1;114;0.0
5;1;115;0.0
5;1;116;0.0
5;1;117;0.0
5;1;118;0.0
5;1;119;0.0
5;1;120;0.0
5;1;121;0.0
5;1;122;0.0
5;1;123;0.0
5;1;124;0.0
5;1;125;0.0
5;1;126;0.0
5;1;127;0.0
5;1;128;0.0
5;1;129;16.201
5;1;130;14.58
5;1;131;14.766
5;1;132;26.362
5;1;133;13.489
5;1;134;13.486
5;1;135;16.956
5;1;136;13.353
5;1;137;282.367
5;1;138;0.0
5;1;139;0.0
5;1;140;0.0
5;1;141;0.0
5;1;142;0.0
5;1;143;0.0
5;1;144;0.0
5;1;145;0.0
5;1;146;0.0
5;1;147;0.0
5;1;148;0.0
5;1;149;0.0
5;1;150;0.0
5;1;151;0.0
5;1;152;0.0
5;1;153;12.909
5;1;154;17.973
5;1;155;16.298
5;1;156;24.865
5;1;157;12.341
5;1;158;13.258
5;1;159;469.325
5;1;160;0.0
5;1;161;0.0
5;1;162;0.0
5;1;163;0.0
5;1;164;0.0
5;1;165;0.0
5;1;166;0.0
5;1;167;0.0
5;2;0;0.0
5;2;1;40.703
5;2;2;610.355
5;2;3;0.0
5;2;4;292.542
5;2;5;610.355
5;2;6;0.0
5;2;7;0.0
5;2;8;0.0
5;2;9;238.999
5;2;10;223.909
5;2;11;185.731
5;2;12;149.31
5;2;13;113.068
5;2;14;98.569
5;2;15;610.355
5;2;16;610.355
5;2;17;501.631
5;2;18;0.0
5;2;19;353.285
5;2;20;203.392
5;2;21;0.0
5;2;22;424.786
5;2;23;0.0
5;2;24;0.0
5;2;25;0.0
5;2;26;0.0
5;2;27;0.0
5;2;28;610.355
5;2;29;0.0
5;2;30;376.898
5;2;31;379.875
5;2;32;354.453
5;2;33;344.227
5;2;34;307.698
5;2;35;266.066
5;2;36;229.405
5;2;37;161.461
5;2;38;124.423
5;2;39;484.646
5;2;40;610.355
5;2;41;610.355
5;2;42;135.99
5;2;43;0.0
5;2;44;0.0
5;2;45;0.0
5;2;46;0.0
5;2;47;0.0
5;2;48;0.0
5;2;49;0.0
5;2;50;0.0
5;2;51;21.33
5;2;52;167.458
5;2;53;173.285
5;2;54;166.642
5;2;55;225.173
5;2;56;227.334
5;2;57;155.128
5;2;58;143.968
5;2;59;127.29
5;2;60;108.717
5;2;61;95.167
5;2;62;76.837
5;2;63;93.95
5;2;64;383.531
5;2;65;610.355
5;2;66;0.0
5;2;67;0.0
5;2;68;0.0
5;2;69;0.0
5;2;70;0.0
5;2;71;0.0
5;2;72;0.0
5;2;73;0.0
5;2;74;146.029
5;2;75;151.355
5;2;76;157.041
5;2;77;163.482
5;2;78;168.1
5;2;79;248.233
5;2;80;250.62
5;2;81;179.571
5;2;82;171.085
5;2;83;131.779
5;2;84;99.245
5;2;85;82.455
5;2;86;610.355
5;2;87;610.355
5;2;88;0.0
5;2;89;0.0
5;2;90;0.0
5;2;91;0.0
5;2;92;610.355
5;2;93;0.0
5;2;94;0.0
5;2;95;0.0
5;2;96;0.0
5;2;97;0.0
5;2;98;156.515
5;2;99;610.355
5;2;100;254.051
5;2;101;0.0
5;2;102;342.875
5;2;103;344.349
5;2;104;303.573
5;2;105;288.425
5;2;106;268.822
5;2;107;239.588
5;2;108;241.686
5;2;109;409.783
5;2;110;0.0
5;2;111;205.352
5;2;112;202.424
5;2;113;207.265
5;2;114;240.122
5;2;115;249.356
5;2;116;254.831
5;2;117;260.41
5;2;118;234.509
5;2;119;610.355
5;2;120;0.0
5;2;121;484.376
5;2;122;0.0
5;2;123;299.956
5;2;124;305.095
5;2;125;310.573
5;2;126;352.06
5;2;127;340.735
5;2;128;300.1
5;2;129;297.323
5;2;130;285.075
5;2;131;251.807
5;2;132;238.019
5;2;133;199.342
5;2;134;610.355
5;2;135;610.355
5;2;136;0.0
5;2;137;0.0
5;2;138;0.0
5;2;139;610.355
5;2;140;0.0
5;2;141;0.0
5;2;142;298.171
5;2;143;0.0
5;2;144;265.503
5;2;145;272.593
5;2;146;283.394
5;2;147;287.872
5;2;148;294.618
5;2;149;298.803
5;2;150;344.622
5;2;151;341.89
5;2;152;305.317
5;2;153;291.328
5;2;154;275.99
5;2;155;265.984
5;2;156;251.386
5;2;157;201.512
5;2;158;181.354
5;2;159;171.111
5;2;160;159.435
5;2;161;160.415
5;2;162;197.854
5;2;163;207.55
5;2;164;204.072
5;2;165;213.021
5;2;166;173.945
5;2;167;431.53
5;3;0;259.519
5;3;1;515.227
5;3;2;519.112
5;3;3;524.586
5;3;4;610.355
5;3;5;463.454
5;3;6;592.734
5;3;7;584.424
5;3;8;542.83
5;3;9;540.655
5;3;10;522.041
5;3;11;502.952
5;3;12;497.405
5;3;13;456.627
5;3;14;610.355
5;3;15;610.355
5;3;16;610.355
5;3;17;610.355
5;3;18;610.355
5;3;19;0.0
5;3;20;0.0
5;3;21;360.272
5;3;22;610.355
5;3;23;610.355
5;3;24;610.355
5;3;25;94.68
5;3;26;518.942
5;3;27;529.133
5;3;28;536.538
5;3;29;545.382
5;3;30;591.879
5;3;31;588.891
5;3;32;553.859
5;3;33;545.076
5;3;34;531.066
5;3;35;504.446
5;3;36;501.869
5;3;37;475.96
5;3;38;472.868
5;3;39;479.869
5;3;40;472.268
5;3;41;480.169
5;3;42;516.864
5;3;43;519.017
5;3;44;516.028
5;3;45;516.839
5;3;46;479.068
5;3;47;479.781
5;3;48;396.131
5;3;49;383.89
5;3;50;375.28
5;3;51;369.168
5;3;52;367.432
5;3;53;368.298
5;3;54;366.911
5;3;55;452.227
5;3;56;451.82
5;3;57;386.166
5;3;58;389.947
5;3;59;380.883
5;3;60;363.499
5;3;61;341.925
5;3;62;329.731
5;3;63;355.573
5;3;64;341.685
5;3;65;610.355
5;3;66;610.355
5;3;67;610.355
5;3;68;245.03
5;3;69;0.0
5;3;70;0.0
5;3;71;360.522
5;3;72;374.557
5;3;73;377.777
5;3;74;384.557
5;3;75;393.873
5;3;76;393.892
5;3;77;398.565
5;3;78;610.355
5;3;79;272.416
5;3;80;500.196
5;3;81;421.447
5;3;82;420.656
5;3;83;420.1
5;3;84;402.581
5;3;85;610.355
5;3;86;169.444
5;3;87;610.355
5;3;88;610.355
5;3;89;610.355
5;3;90;610.355
5;3;91;43.369
5;3;92;0.0
5;3;93;455.388
5;3;94;470.902
5;3;95;460.604
5;3;96;570.648
5;3;97;576.957
5;3;98;582.396
5;3;99;590.82
5;3;100;589.765
5;3;101;599.391
5;3;102;610.355
5;3;103;610.355
5;3;104;558.048
5;3;105;610.355
5;3;106;490.11
5;3;107;550.962
5;3;108;565.553
5;3;109;532.143
5;3;110;527.821
5;3;111;521.402
5;3;112;505.578
5;3;113;503.958
5;3;114;540.462
5;3;115;528.734
5;3;116;533.208
5;3;117;531.473
5;3;118;531.854
5;3;119;610.355
5;3;120;610.355
5;3;121;610.355
5;3;122;610.355
5;3;123;610.355
5;3;124;610.355
5;3;125;0.0
5;3;126;610.355
5;3;127;610.355
5;3;128;568.351
5;3;129;555.768
5;3;130;540.846
5;3;131;537.193
5;3;132;534.179
5;3;133;495.206
5;3;134;491.891
5;3;135;497.651
5;3;136;610.355
5;3;137;375.029
5;3;138;531.519
5;3;139;610.355
5;3;140;488.809
5;3;141;558.337
5;3;142;525.288
5;3;143;539.348
5;3;144;610.355
5;3;145;497.026
5;3;146;610.355
5;3;147;520.355
5;3;148;573.538
5;3;149;591.844
5;3;150;610.355
5;3;151;610.355
5;3;152;558.84
5;3;153;536.157
5;3;154;510.918
5;3;155;481.337
5;3;156;484.979
5;3;157;610.355
5;3;158;278.139
5;3;159;438.295
5;3;160;428.159
5;3;161;421.963
5;3;162;447.49
5;3;163;456.048
5;3;164;443.492
5;3;165;443.849
5;3;166;610.355
5;3;167;458.444
10;0;0;610.355
10;0;1;610.355
10;0;2;0.0
10;0;3;93.223
10;0;4;415.458
10;0;5;419.055
10;0;6;462.571
10;0;7;461.023
10;0;8;391.299
10;0;9;358.605
10;0;10;321.245
10;0;11;288.807
10;0;12;290.252
10;0;13;570.051
10;0;14;610.355
10;0;15;610.355
10;0;16;610.355
10;0;17;0.0
10;0;18;497.571
10;0;19;0.0
10;0;20;610.355
10;0;21;308.452
10;0;22;0.0
10;0;23;0.0
10;0;24;0.0
10;0;25;0.0
10;0;26;335.717
10;0;27;395.923
10;0;28;404.799
10;0;29;610.355
10;0;30;285.333
10;0;31;481.885
10;0;32;436.519
10;0;33;428.899
10;0;34;412.516
10;0;35;396.485
10;0;36;610.355
10;0;37;163.758
10;0;38;368.631
10;0;39;364.955
10;0;40;343.318
10;0;41;338.619
10;0;42;368.255
10;0;43;378.188
10;0;44;382.71
10;0;45;392.458
10;0;46;358.388
10;0;47;368.235
10;0;48;315.159
10;0;49;314.971
10;0;50;321.015
10;0;51;330.084
