ID,wall_calc,roof_calc,floor_calc,window_calc,age,retrofit,id,type,wall_given,roof_given,floor_given,window_given
0,0.1722753662364489,0.183545805291613,0.2425945317478358,1.2872816572266017,2014,1.0,urn:ngsi-ld:Building:52076Kesselstrasse7a,SFH,0.28,0.2,0.35,1.3
0,0.1722753662364489,0.183545805291613,0.2425945317478358,1.2872816572266017,2014,1.0,urn:ngsi-ld:Building:52076Kesselstrasse7a,SFH,0.28,0.2,0.35,1.3
0,0.1722753662364489,0.183545805291613,0.2425945317478358,1.2872816572266017,2014,1.0,urn:ngsi-ld:Building:52076Kesselstrasse7a,SFH,0.28,0.2,0.35,1.3
0,0.1722753662364489,0.183545805291613,0.2425945317478358,1.2872816572266017,2014,1.0,urn:ngsi-ld:Building:52076Kesselstrasse7a,SFH,0.28,0.2,0.35,1.3
0,0.1722753662364489,0.183545805291613,0.2425945317478358,1.2872816572266017,2014,1.0,urn:ngsi-ld:Building:52076Kesselstrasse7a,SFH,0.28,0.2,0.35,1.3
0,0.1722753662364489,0.183545805291613,0.2425945317478358,1.2872816572266017,2014,1.0,urn:ngsi-ld:Building:52078Buschstrasse1a,SFH,0.28,0.2,0.35,1.3
1,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1b,SFH,0.17,0.15,0.17,1.1
2,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
3,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2022,1.0,urn:ngsi-ld:Building:52078Buschstrasse1d,SFH,0.17,0.15,0.17,1.1
4,0.1722753662364489,0.183545805291613,0.2425945317478358,1.2872816572266017,2014,1.0,urn:ngsi-ld:Building:52078Buschstrasse1e,SFH,0.28,0.2,0.35,1.3
5,0.1492570429718767,0.2768935184313135,0.1801582403714968,1.2872816572266017,2004,1.0,urn:ngsi-ld:Building:52078Buschstrasse1g,SFH,0.3,0.25,0.28,1.4
6,0.1501095061151167,0.1517011501324064,0.2188886441849087,1.2872816572266017,1995,1.0,urn:ngsi-ld:Building:52078Buschstrasse1h,MFH,0.4,0.32,0.4,1.9
7,0.2202631809717372,0.1936732224011196,0.3324668426885384,1.2872816572266017,1962,1.0,urn:ngsi-ld:Building:52078Buschstrasse8,MFH,1.2,0.51,1.08,3.0
8,0.1229629757616073,0.0970290335908254,0.2268695830966478,0.7951653944020356,1975,2.0,urn:ngsi-ld:Building:52078Buschstrasse10,MFH,0.22,0.19,0.28,1.3
9,0.1229629757616073,0.0970290335908254,0.2268695830966478,0.7951653944020356,1977,2.0,urn:ngsi-ld:Building:52078Buschstrasse12,MFH,0.22,0.19,0.28,1.3
10,0.1722753662364489,0.183545805291613,0.2443775288055887,1.2872816572266017,2014,1.0,urn:ngsi-ld:Building:52078Buschstrasse14a,TH,0.28,0.2,0.35,1.3
11,0.2406914592768112,0.3322859919980108,0.2944060858263616,1.2872816572266017,1930,1.0,urn:ngsi-ld:Building:52078Buschstrasse14,MFH,1.7,1.28,0.81,3.0
12,0.1722753662364489,0.183545805291613,0.2443775288055887,1.2872816572266017,2011,1.0,urn:ngsi-ld:Building:52078Buschstrasse16,TH,0.28,0.2,0.35,1.3
13,0.2406914592768112,0.2002907847365796,0.295303522255968,1.2872816572266017,1943,1.0,urn:ngsi-ld:Building:52078Buschstrasse18,TH,1.7,0.65,0.77,2.8
14,0.1294309852731408,0.101904594661382,0.2301813950160838,0.7951653944020356,1861,2.0,urn:ngsi-ld:Building:52078Buschstrasse20,TH,1.7,0.21,0.88,1.71
15,0.1294309852731408,0.101904594661382,0.2301813950160838,0.7951653944020356,1861,2.0,urn:ngsi-ld:Building:52078Buschstrasse22,TH,1.7,0.49,0.59,2.15
16,0.1294309852731408,0.1381136023909442,0.2202873135520151,0.7951653944020356,1939,2.0,urn:ngsi-ld:Building:52078Buschstrasse24,MFH,1.7,0.38,0.81,1.71
17,0.1149792432771385,0.0970290335908254,0.1801582403714968,0.7951653944020356,1984,2.0,urn:ngsi-ld:Building:52078Buschstrasse26,MFH,0.6,0.26,0.37,2.15
18,0.1229629757616073,0.0970290335908254,0.2268695830966478,0.7951653944020356,1975,2.0,urn:ngsi-ld:Building:52078Buschstrasse30,MFH,1.0,0.19,0.77,1.3
19,0.2125869390965802,0.1936732224011196,0.2934428372451532,1.2872816572266017,1969,1.0,urn:ngsi-ld:Building:52078Buschstrasse3a,MFH,1.0,0.51,0.77,3.0
20,0.1254926394305514,0.0970290335908254,0.2409246176108124,0.7951653944020356,1967,2.0,urn:ngsi-ld:Building:52078Buschstrasse3,MFH,1.2,0.19,1.08,1.3
21,0.1294309852731408,0.101904594661382,0.2301813950160838,0.7951653944020356,1902,2.0,urn:ngsi-ld:Building:52078Buschstrasse5a,TH,0.34,0.21,0.29,1.6
22,0.1294309852731408,0.101904594661382,0.2301813950160838,0.7951653944020356,1913,2.0,urn:ngsi-ld:Building:52078Buschstrasse5b,TH,0.34,0.21,0.29,1.6
23,0.2202631809717372,0.1936732224011196,0.3324668426885384,1.2872816572266017,1964,1.0,urn:ngsi-ld:Building:52078Buschstrasse5c,TH,1.2,0.51,1.08,2.8
24,0.2202631809717372,0.3577599844240551,0.3324668426885384,1.2872816572266017,1964,1.0,urn:ngsi-ld:Building:52078Buschstrasse5,SFH,1.18,0.8,1.08,2.8
25,0.2125869390965802,0.2129273540785891,0.2816365201666458,1.2872816572266017,1970,1.0,urn:ngsi-ld:Building:52078Buschstrasse7a,SFH,1.0,0.5,0.88,2.8
26,0.1254926394305514,0.1423258456604077,0.2409246176108124,0.7951653944020356,1967,2.0,urn:ngsi-ld:Building:52078Buschstrasse7b,SFH,1.18,0.61,0.7,2.05
27,0.1294309852731408,0.101904594661382,0.2301813950160838,0.7951653944020356,1912,2.0,urn:ngsi-ld:Building:52078Buschstrasse7,TH,0.34,0.21,0.29,1.6
28,0.1294309852731408,0.1381136023909442,0.2263420311806621,0.7951653944020356,1921,2.0,urn:ngsi-ld:Building:52078Buschstrasse9a,SFH,0.25,0.41,0.28,1.3
29,0.2202631809717372,0.3577599844240551,0.3324668426885384,1.2872816572266017,1968,1.0,urn:ngsi-ld:Building:52078Buschstrasse9,SFH,1.18,0.8,1.08,2.8
30,0.1229629757616073,0.1311773596340327,0.2130591165410458,0.7951653944020356,1969,2.0,urn:ngsi-ld:Building:52078Buschstrasse11,SFH,1.0,0.18,0.88,1.3
31,0.2406914592768112,0.3577599844240551,0.3151620159225566,1.5807777426493836,1916,1.0,urn:ngsi-ld:Building:52078Buschstrasse13,SFH,1.7,1.3,1.02,2.8
32,0.2406914592768112,0.2002907847365796,0.295303522255968,1.2872816572266017,1929,1.0,urn:ngsi-ld:Building:52078Buschstrasse15a,TH,1.7,0.65,0.77,2.8
33,0.1254926394305514,0.1004423747350672,0.2624396812023044,0.7951653944020356,1956,2.0,urn:ngsi-ld:Building:52078Buschstrasse15,TH,0.23,0.2,0.33,1.3
34,0.1254926394305514,0.1137505535382955,0.2409246176108124,0.7951653944020356,1960,2.0,urn:ngsi-ld:Building:52078Buschstrasse17,TH,1.2,0.19,1.08,1.3
35,0.3593815331194753,0.3577599844240551,0.2986957366893734,1.2872816572266017,1957,1.0,urn:ngsi-ld:Building:52078Buschstrasse32,SFH,1.4,1.4,0.83,2.8
36,0.2202631809717372,0.1936732224011196,0.3324668426885384,1.2872816572266017,1958,1.0,urn:ngsi-ld:Building:52078Buschstrasse34,MFH,1.2,0.51,1.08,3.0
37,0.2406914592768112,0.3322859919980108,0.3053215821021376,1.2872816572266017,1928,1.0,urn:ngsi-ld:Building:52078Buschstrasse36,SFH,1.7,1.4,0.77,2.8
38,0.1229629757616073,0.0970290335908254,0.2268695830966478,0.7951653944020356,1972,2.0,urn:ngsi-ld:Building:52078Buschstrasse38,MFH,1.0,0.35,0.52,2.15
39,0.1254926394305514,0.1137505535382955,0.2409246176108124,0.7951653944020356,1965,2.0,urn:ngsi-ld:Building:52078Buschstrasse44,TH,0.23,0.19,0.31,1.3
40,0.1254926394305514,0.1137505535382955,0.2409246176108124,0.7951653944020356,1965,2.0,urn:ngsi-ld:Building:52078Buschstrasse46,TH,1.2,0.19,1.08,1.3
41,0.1294309852731408,0.1381136023909442,0.2202873135520151,0.7951653944020356,1946,2.0,urn:ngsi-ld:Building:52078Buschstrasse48,MFH,1.7,0.38,0.81,1.71
42,0.2125869390965802,0.2129273540785891,0.2816365201666458,1.2872816572266017,1974,1.0,urn:ngsi-ld:Building:52078Buschstrasse50,SFH,0.6,0.5,0.77,2.8
43,0.2406914592768112,0.3322859919980108,0.3053215821021376,1.2872816572266017,1922,1.0,urn:ngsi-ld:Building:52078Buschstrasse54,SFH,1.7,1.4,0.77,2.8
44,0.1294309852731408,0.1381136023909442,0.2202873135520151,0.7951653944020356,1921,2.0,urn:ngsi-ld:Building:52078Buschstrasse56,MFH,1.7,0.38,0.81,1.71
45,0.1254926394305514,0.1423258456604077,0.2409246176108124,0.7951653944020356,1965,2.0,urn:ngsi-ld:Building:52078Buschstrasse58,SFH,0.23,0.41,0.31,1.3
46,0.1294309852731408,0.1381136023909442,0.2263420311806621,0.7951653944020356,1928,2.0,urn:ngsi-ld:Building:52078Buschstrasse60,SFH,0.25,0.41,0.28,1.3
47,0.1281285726717058,0.1137505535382955,0.1713387849421896,0.6962957068396131,2012,1.0,urn:ngsi-ld:Building:52078Buschstrasse62,MFH,0.28,0.2,0.35,1.3
48,0.3306669516195694,0.3577599844240551,0.3123038378517461,1.5807777426493836,1902,1.0,urn:ngsi-ld:Building:52078Buschstrasse64,MFH,2.2,1.3,0.88,2.7
49,0.2202631809717372,0.1936732224011196,0.3324668426885384,1.2872816572266017,1964,1.0,urn:ngsi-ld:Building:52078Goertzbrunnstrasse1c,TH,1.2,0.51,1.08,2.8
50,0.2202631809717372,0.3577599844240551,0.3324668426885384,1.2872816572266017,1964,1.0,urn:ngsi-ld:Building:52078Goertzbrunnstrasse1d,SFH,1.18,0.8,1.08,2.8
51,0.2202631809717372,0.3577599844240551,0.3324668426885384,1.2872816572266017,1965,1.0,urn:ngsi-ld:Building:52078Goertzbrunnstrasse1,SFH,1.18,0.8,1.08,2.8
52,0.2202631809717372,0.3577599844240551,0.3324668426885384,1.2872816572266017,1966,1.0,urn:ngsi-ld:Building:52078Goertzbrunnstrasse2,SFH,1.18,0.8,1.08,2.8
53,0.2202631809717372,0.1936732224011196,0.3324668426885384,1.2872816572266017,1962,1.0,urn:ngsi-ld:Building:52078Goertzbrunnstrasse3,MFH,1.2,0.51,1.08,3.0
54,0.189801922395832,0.1619750756824308,0.2500752611496183,1.2872816572266017,1984,1.0,urn:ngsi-ld:Building:52078Goertzbrunnstrasse4,MFH,0.6,0.36,0.51,3.0
55,0.1254926394305514,0.1423258456604077,0.2409246176108124,0.7951653944020356,1962,2.0,urn:ngsi-ld:Building:52078Goertzbrunnstrasse6,SFH,0.23,0.41,0.31,1.3
56,0.189801922395832,0.3334164984463245,0.200833567279245,1.2872816572266017,1999,1.0,urn:ngsi-ld:Building:52078Sandkull4,TH,0.6,0.35,0.45,1.6
57,0.189801922395832,0.3334164984463245,0.200833567279245,1.2872816572266017,2000,1.0,urn:ngsi-ld:Building:52078Sandkull6,TH,0.6,0.35,0.45,1.6
58,0.1492570429718767,0.3334164984463245,0.217471914053496,1.2872816572266017,1996,1.0,urn:ngsi-ld:Building:52078Sandkull7,SFH,0.3,0.35,0.4,1.9
59,0.189801922395832,0.3334164984463245,0.200833567279245,1.2872816572266017,2000,1.0,urn:ngsi-ld:Building:52078Sandkull8,TH,0.6,0.35,0.45,1.6
60,0.1492570429718767,0.3334164984463245,0.217471914053496,1.2872816572266017,2000,1.0,urn:ngsi-ld:Building:52078Sandkull9,SFH,0.3,0.35,0.4,1.9
61,0.1492570429718767,0.3334164984463245,0.217471914053496,1.2872816572266017,1997,1.0,urn:ngsi-ld:Building:52078Sandkull10,SFH,0.3,0.35,0.4,1.9
62,0.189801922395832,0.3334164984463245,0.200833567279245,1.2872816572266017,1999,1.0,urn:ngsi-ld:Building:52078Sandkull11,TH,0.6,0.35,0.45,1.6
63,0.1492570429718767,0.3334164984463245,0.217471914053496,1.2872816572266017,2000,1.0,urn:ngsi-ld:Building:52078Sandkull12,SFH,0.3,0.35,0.4,1.9
64,0.189801922395832,0.3334164984463245,0.200833567279245,1.2872816572266017,1997,1.0,urn:ngsi-ld:Building:52078Sandkull13,TH,0.6,0.35,0.45,1.6
65,0.189801922395832,0.3334164984463245,0.200833567279245,1.2872816572266017,1999,1.0,urn:ngsi-ld:Building:52078Sandkull15,TH,0.6,0.35,0.45,1.6
66,0.189801922395832,0.3334164984463245,0.200833567279245,1.2872816572266017,1998,1.0,urn:ngsi-ld:Building:52078Sandkull17,TH,0.6,0.35,0.45,1.6
67,0.189801922395832,0.3334164984463245,0.200833567279245,1.2872816572266017,1998,1.0,urn:ngsi-ld:Building:52078Sandkull19,TH,0.6,0.35,0.45,1.6
68,0.189801922395832,0.3334164984463245,0.200833567279245,1.2872816572266017,2000,1.0,urn:ngsi-ld:Building:52078Sandkull21,TH,0.6,0.35,0.45,1.6
69,0.189801922395832,0.3334164984463245,0.200833567279245,1.2872816572266017,1999,1.0,urn:ngsi-ld:Building:52078Sandkull23,TH,0.6,0.35,0.45,1.6
70,0.1492570429718767,0.3334164984463245,0.217471914053496,1.2872816572266017,1998,1.0,urn:ngsi-ld:Building:52078Sandkull25,SFH,0.3,0.35,0.4,1.9
71,0.1492570429718767,0.3334164984463245,0.217471914053496,1.2872816572266017,1996,1.0,urn:ngsi-ld:Building:52078Sandkull27,SFH,0.3,0.35,0.4,1.9
0,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
0,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
0,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
0,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
0,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
0,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
0,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
0,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
0,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
0,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
0,0.1469581048943588,0.1121375554012922,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
0,0.14695810489435882,0.11213755540129226,0.1493979332138456,1.0908802411837044,2018,1.0,urn:ngsi-ld:Building:52078Buschstrasse1c,SFH,0.17,0.15,0.17,1.1
