Datum,t,WG,N,RF,B,D,A,E
16.07.2022T16:00,19.3,2.2,1,88,0,4,328,428
16.07.2022T16:00,19.3,1.7,0,88,26,40,330,424
16.07.2022T16:00,22.5,2.5,1,73,72,102,335,425
16.07.2022T16:00,24.3,1.6,0,65,228,132,344,433
16.07.2022T16:00,27.1,2.8,1,57,416,127,352,448
16.07.2022T16:00,29.0,3.0,1,45,548,138,363,467
16.07.2022T16:00,30.8,2.3,1,39,657,144,371,486
16.07.2022T16:00,32.2,2.7,0,34,741,137,377,504
16.07.2022T16:00,33.1,2.7,1,32,769,134,383,521
16.07.2022T16:00,33.7,1.6,1,32,747,133,391,536
16.07.2022T16:00,34.2,3.2,0,32,669,136,392,543
16.07.2022T16:00,34.3,4.0,1,33,549,138,395,535
16.07.2022T16:00,34.1,2.5,2,34,389,143,401,519
16.07.2022T16:00,32.9,1.8,5,37,102,167,410,506
16.07.2022T16:00,31.5,3.0,7,41,1,66,419,493
16.07.2022T16:00,28.9,3.1,6,47,0,11,416,484
16.07.2022T16:00,27.2,4.4,7,49,0,0,408,478
16.07.2022T16:00,26.1,2.8,6,49,0,0,401,472
16.07.2022T16:00,25.4,3.0,7,51,0,0,398,468
16.07.2022T16:00,25.1,4.1,4,52,0,0,392,465
17.07.2022T17:00,24.0,3.6,4,55,0,0,384,465
17.07.2022T17:00,24.3,6.6,6,55,0,0,385,464
17.07.2022T17:00,22.4,4.9,6,55,0,0,385,460
17.07.2022T17:00,21.2,4.7,8,60,0,0,385,454
17.07.2022T17:00,20.7,4.6,7,65,0,1,386,449
17.07.2022T17:00,20.8,4.3,7,66,0,8,383,445
17.07.2022T17:00,21.1,4.6,8,68,0,51,386,442
17.07.2022T17:00,21.1,4.8,8,68,0,103,390,442
17.07.2022T17:00,20.4,4.0,7,71,0,109,386,444
17.07.2022T17:00,22.2,3.5,7,72,0,156,386,450
17.07.2022T17:00,23.5,4.2,7,66,118,243,392,455
17.07.2022T17:00,25.7,4.7,7,60,116,261,399,453
17.07.2022T17:00,23.8,3.4,6,62,210,234,398,450
17.07.2022T17:00,26.0,3.3,4,60,523,73,389,447
17.07.2022T17:00,25.3,3.3,7,56,13,228,395,445
17.07.2022T17:00,25.1,2.3,7,58,13,202,404,452
17.07.2022T17:00,26.2,2.4,6,56,122,160,403,455
17.07.2022T17:00,25.0,2.1,5,55,67,121,395,448
17.07.2022T17:00,25.4,1.6,4,56,93,52,387,441
17.07.2022T17:00,24.1,2.5,5,57,20,25,386,434
17.07.2022T17:00,23.4,1.6,4,61,0,0,383,430
17.07.2022T17:00,22.6,1.7,5,66,0,0,380,427
17.07.2022T17:00,20.9,1.0,5,73,0,0,379,422
17.07.2022T17:00,20.1,1.7,5,85,0,0,375,417
18.07.2022T18:00,19.6,2.1,2,94,0,0,363,414
18.07.2022T18:00,19.4,1.8,4,97,0,0,358,413
18.07.2022T18:00,18.8,0.9,5,97,0,0,368,412
18.07.2022T18:00,18.3,1.9,6,97,0,0,374,412
18.07.2022T18:00,18.1,2.3,6,98,0,4,377,411
18.07.2022T18:00,18.1,1.6,6,99,0,11,377,411
18.07.2022T18:00,18.4,1.6,7,100,1,64,381,412
18.07.2022T18:00,19.4,1.5,7,99,10,138,388,415
18.07.2022T18:00,19.7,1.7,8,98,0,95,394,420
18.07.2022T18:00,20.9,2.4,6,95,65,279,395,432
18.07.2022T18:00,23.6,3.2,4,84,291,312,387,448
18.07.2022T18:00,25.2,3.0,3,75,389,318,384,463
18.07.2022T18:00,25.5,2.6,4,70,391,326,388,473
18.07.2022T18:00,27.2,2.1,5,63,334,334,399,477
18.07.2022T18:00,29.1,3.8,3,55,367,291,401,478
18.07.2022T18:00,29.3,3.4,2,50,512,156,392,478
18.07.2022T18:00,29.4,3.2,1,47,399,135,384,475
18.07.2022T18:00,29.0,2.6,1,46,258,116,378,467
18.07.2022T18:00,26.4,1.9,4,50,59,101,381,458
18.07.2022T18:00,25.2,2.2,5,55,4,31,388,452
18.07.2022T18:00,23.4,2.4,6,63,0,0,392,447
18.07.2022T18:00,21.6,2.0,5,76,0,0,387,443
18.07.2022T18:00,20.3,2.7,4,84,0,0,376,441
18.07.2022T18:00,20.0,1.9,5,87,0,0,373,438
19.07.2022T19:00,19.4,3.2,3,84,0,0,366,434
19.07.2022T19:00,18.5,2.5,3,85,0,0,356,432
19.07.2022T19:00,18.1,2.2,8,88,0,0,373,429
19.07.2022T19:00,17.3,2.7,6,88,0,0,382,428
19.07.2022T19:00,17.6,2.2,6,90,0,0,374,425
19.07.2022T19:00,18.1,2.4,7,90,0,9,378,424
19.07.2022T19:00,19.7,4.4,6,82,3,73,381,424
19.07.2022T19:00,21.4,4.5,5,74,51,167,378,428
19.07.2022T19:00,22.6,4.9,6,71,22,206,384,436
19.07.2022T19:00,22.7,2.6,7,71,0,150,394,449
19.07.2022T19:00,19.5,2.9,8,82,0,103,398,462
19.07.2022T19:00,19.8,4.1,7,95,12,269,395,476
19.07.2022T19:00,21.4,2.8,7,91,61,334,395,490
19.07.2022T19:00,23.8,2.4,5,80,264,363,394,499
19.07.2022T19:00,25.2,1.7,4,70,325,324,392,503
19.07.2022T19:00,25.1,2.7,5,69,223,293,392,501
19.07.2022T19:00,24.7,2.4,3,70,291,203,387,497
19.07.2022T19:00,23.7,3.1,2,72,192,154,374,490
19.07.2022T19:00,23.7,3.0,3,72,94,103,372,480
19.07.2022T19:00,22.1,3.6,6,75,16,39,380,473
19.07.2022T19:00,20.4,1.3,5,83,0,0,380,464
19.07.2022T19:00,20.1,4.0,4,88,0,0,371,453
19.07.2022T19:00,19.3,2.2,4,92,0,0,365,446
19.07.2022T19:00,19.0,3.1,7,93,0,0,373,441
20.07.2022T20:00,18.6,2.6,5,94,0,0,373,438
20.07.2022T20:00,18.2,2.0,2,97,0,0,354,436
20.07.2022T20:00,18.1,3.4,1,99,0,0,337,434
20.07.2022T20:00,18.1,3.2,4,100,0,0,344,433
20.07.2022T20:00,17.8,3.5,3,100,0,6,351,431
20.07.2022T20:00,17.6,2.6,3,100,23,38,345,430
20.07.2022T20:00,19.6,2.0,3,98,105,89,346,432
20.07.2022T20:00,21.9,1.9,3,90,273,102,355,438
20.07.2022T20:00,24.9,2.4,2,75,427,112,363,447
20.07.2022T20:00,27.6,2.5,3,62,467,173,376,455
20.07.2022T20:00,28.0,3.6,5,58,218,322,395,461
20.07.2022T20:00,23.8,7.1,8,61,0,178,406,469
20.07.2022T20:00,23.0,4.7,8,68,26,299,406,479
20.07.2022T20:00,22.7,5.4,8,73,1,223,404,479
20.07.2022T20:00,23.7,5.4,6,76,31,263,400,475
20.07.2022T20:00,26.0,7.0,4,69,221,270,394,477
20.07.2022T20:00,26.7,7.0,3,60,148,220,387,477
20.07.2022T20:00,25.4,5.0,6,60,94,158,391,470
20.07.2022T20:00,24.4,4.1,6,64,3,72,397,462
20.07.2022T20:00,22.4,4.6,5,69,0,8,387,456
20.07.2022T20:00,21.1,3.3,4,75,0,0,375,450
20.07.2022T20:00,20.8,4.0,6,79,0,0,376,446
20.07.2022T20:00,20.7,4.1,6,81,0,0,382,442
20.07.2022T20:00,20.2,3.4,8,81,0,0,388,438
21.07.2022T21:00,19.5,3.6,7,81,0,0,389,434
21.07.2022T21:00,19.0,2.1,6,83,0,0,380,431
21.07.2022T21:00,18.8,2.1,7,85,0,0,379,429
21.07.2022T21:00,18.6,2.2,6,85,0,0,380,428
21.07.2022T21:00,18.5,0.9,8,84,0,0,383,426
21.07.2022T21:00,18.6,1.3,8,82,0,10,391,422
21.07.2022T21:00,18.8,1.6,7,83,0,32,388,420
21.07.2022T21:00,19.1,1.5,7,79,0,94,384,420
21.07.2022T21:00,19.4,1.6,6,75,0,139,382,421
21.07.2022T21:00,19.5,1.3,8,74,0,99,387,423
21.07.2022T21:00,20.5,2.1,7,72,3,239,394,428
21.07.2022T21:00,22.2,2.6,6,64,4,256,391,431
21.07.2022T21:00,22.2,2.1,8,55,0,135,396,434
21.07.2022T21:00,22.0,2.8,6,59,0,218,397,438
21.07.2022T21:00,21.9,2.0,7,64,1,211,394,446
21.07.2022T21:00,21.0,2.5,8,66,0,109,397,454
21.07.2022T21:00,20.1,2.6,8,68,0,94,397,455
21.07.2022T21:00,19.2,2.9,8,70,0,40,393,453
21.07.2022T21:00,17.5,2.2,7,80,0,21,387,446
21.07.2022T21:00,16.9,1.4,8,89,0,7,382,437
21.07.2022T21:00,16.7,2.7,7,93,0,0,380,430
21.07.2022T21:00,16.3,2.7,7,95,0,0,375,423
21.07.2022T21:00,15.9,2.9,8,96,0,0,376,418
21.07.2022T21:00,15.5,3.6,7,97,0,0,374,415
22.07.2022T22:00,15.4,3.4,6,99,0,0,364,413
22.07.2022T22:00,15.2,3.5,7,99,0,0,363,411
22.07.2022T22:00,15.3,2.8,7,98,0,0,367,408
22.07.2022T22:00,15.4,2.9,6,99,0,0,364,406
22.07.2022T22:00,15.4,3.4,8,99,0,4,369,406
22.07.2022T22:00,15.9,3.6,7,99,6,35,375,406
22.07.2022T22:00,16.9,3.0,4,96,21,97,358,408
22.07.2022T22:00,18.3,4.9,4,90,86,181,349,409
22.07.2022T22:00,19.9,5.0,5,80,197,243,360,409
22.07.2022T22:00,21.1,5.7,4,70,220,315,365,409
22.07.2022T22:00,22.6,7.6,2,58,390,319,357,414
22.07.2022T22:00,23.8,7.5,3,50,302,385,357,427
22.07.2022T22:00,24.2,7.5,3,46,350,381,362,442
22.07.2022T22:00,24.9,6.6,3,40,367,365,360,449
22.07.2022T22:00,25.8,6.1,2,37,467,284,356,450
22.07.2022T22:00,24.8,5.1,1,36,415,240,348,446
22.07.2022T22:00,24.0,5.3,2,38,252,228,342,445
22.07.2022T22:00,24.1,5.1,1,40,214,153,339,444
22.07.2022T22:00,22.7,4.0,2,41,107,102,334,437
22.07.2022T22:00,20.4,2.4,2,46,20,40,330,428
22.07.2022T22:00,18.4,1.5,3,54,0,0,326,419
22.07.2022T22:00,16.8,1.5,4,63,0,0,326,412
22.07.2022T22:00,16.6,1.8,5,70,0,0,330,408
22.07.2022T22:00,15.8,2.2,3,73,0,0,326,404
23.07.2022T23:00,15.5,1.5,5,77,0,0,327,399
23.07.2022T23:00,14.7,1.9,3,80,0,0,326,394
23.07.2022T23:00,14.8,2.4,0,82,0,0,308,392
23.07.2022T23:00,14.2,2.6,0,82,0,0,295,390
23.07.2022T23:00,13.8,3.6,2,84,0,0,300,387
23.07.2022T23:00,14.6,3.0,4,83,1,29,315,384
23.07.2022T23:00,16.3,2.1,6,79,0,47,335,389
23.07.2022T23:00,17.3,1.9,6,76,0,79,349,400
23.07.2022T23:00,19.3,1.7,5,73,73,293,352,411
23.07.2022T23:00,21.6,1.7,6,63,74,354,361,421
23.07.2022T23:00,22.5,2.2,7,57,21,311,376,432
23.07.2022T23:00,23.7,1.7,8,57,36,359,389,440
23.07.2022T23:00,24.4,2.1,6,55,63,398,390,439
23.07.2022T23:00,24.6,1.3,7,55,10,287,391,433
23.07.2022T23:00,25.2,2.6,7,57,16,282,398,427
23.07.2022T23:00,23.1,3.7,7,61,0,140,397,419
23.07.2022T23:00,19.6,2.7,8,76,0,69,392,415
23.07.2022T23:00,18.9,5.6,8,93,0,45,391,416
23.07.2022T23:00,18.3,2.1,7,96,0,29,385,419
23.07.2022T23:00,18.0,1.9,7,97,0,10,380,417
23.07.2022T23:00,17.1,4.8,6,98,0,0,374,413
23.07.2022T23:00,17.2,5.4,6,97,0,0,367,411
23.07.2022T23:00,17.0,6.4,6,91,0,0,364,412
23.07.2022T23:00,16.7,6.9,4,86,0,0,353,414
24.07.2022T24:00,16.6,5.3,3,83,0,0,337,413
24.07.2022T24:00,16.0,4.9,3,81,0,0,331,410
24.07.2022T24:00,15.2,4.8,1,83,0,0,320,407
24.07.2022T24:00,15.1,4.1,2,85,0,0,313,405
24.07.2022T24:00,15.2,4.4,6,85,0,0,335,402
24.07.2022T24:00,16.0,5.2,7,83,0,7,359,400
24.07.2022T24:00,16.2,5.8,8,82,0,29,370,400
24.07.2022T24:00,15.9,6.1,8,86,0,81,375,400
24.07.2022T24:00,16.9,6.6,7,87,9,183,372,400
24.07.2022T24:00,18.2,7.4,4,84,139,279,358,400
24.07.2022T24:00,19.5,9.0,5,76,153,309,355,402
24.07.2022T24:00,18.0,8.5,7,76,0,188,368,406
24.07.2022T24:00,18.7,7.3,6,83,2,238,372,419
24.07.2022T24:00,19.5,8.0,4,80,199,317,365,432
24.07.2022T24:00,21.8,7.9,4,72,386,252,364,439
24.07.2022T24:00,22.2,8.3,6,62,94,259,373,438
24.07.2022T24:00,22.3,8.6,3,55,188,200,367,432
24.07.2022T24:00,22.2,6.8,3,51,160,136,356,428
24.07.2022T24:00,20.4,4.6,3,53,87,84,350,423
24.07.2022T24:00,19.2,4.7,4,58,9,30,348,419
24.07.2022T24:00,17.9,5.0,3,68,0,0,344,414
24.07.2022T24:00,16.7,5.0,2,74,0,0,331,410
24.07.2022T24:00,15.8,4.8,1,80,0,0,318,404
24.07.2022T24:00,15.1,4.8,1,89,0,0,310,398
25.07.2022T25:00,14.9,5.4,3,91,0,0,317,393
25.07.2022T25:00,14.5,4.6,1,91,0,0,314,390
25.07.2022T25:00,14.3,4.8,0,93,0,0,301,387
25.07.2022T25:00,14.2,4.7,3,94,0,0,309,384
25.07.2022T25:00,14.4,3.8,4,95,0,0,327,382
25.07.2022T25:00,14.6,3.6,4,95,3,28,332,381
25.07.2022T25:00,15.7,3.5,5,92,11,84,338,383
25.07.2022T25:00,16.9,3.7,5,86,64,168,348,390
25.07.2022T25:00,18.7,3.8,3,79,302,178,343,400
25.07.2022T25:00,21.2,3.9,2,69,533,137,336,412
25.07.2022T25:00,22.9,4.3,1,57,619,156,334,423
25.07.2022T25:00,23.9,4.5,1,49,485,276,334,433
25.07.2022T25:00,24.5,5.2,3,47,461,300,345,443
25.07.2022T25:00,25.9,5.5,3,42,578,226,354,451
25.07.2022T25:00,26.0,4.8,1,38,664,130,349,455
25.07.2022T25:00,26.1,4.9,1,37,569,120,344,456
25.07.2022T25:00,26.0,4.8,1,36,433,112,343,454
25.07.2022T25:00,25.5,4.2,1,37,273,104,339,450
25.07.2022T25:00,23.7,3.2,2,39,130,80,336,442
25.07.2022T25:00,21.4,2.1,3,45,24,35,333,433
25.07.2022T25:00,19.0,1.6,2,53,0,0,327,425
25.07.2022T25:00,17.6,2.7,2,62,0,0,319,420
25.07.2022T25:00,16.0,1.9,0,71,0,0,311,415
25.07.2022T25:00,15.1,1.3,0,78,0,0,303,410
26.07.2022T26:00,13.3,0.7,1,84,0,0,301,407
26.07.2022T26:00,12.6,0.8,0,92,0,0,297,403
26.07.2022T26:00,12.5,2.3,0,96,0,0,295,400
26.07.2022T26:00,13.2,1.8,2,95,0,0,302,398
26.07.2022T26:00,12.1,1.9,1,93,0,0,303,395
26.07.2022T26:00,13.6,2.1,1,92,18,32,301,394
26.07.2022T26:00,16.0,2.4,1,88,112,81,307,396
26.07.2022T26:00,18.7,2.1,0,80,248,112,312,406
26.07.2022T26:00,21.2,2.3,0,72,396,131,320,420
26.07.2022T26:00,23.4,2.7,1,67,526,146,335,437
26.07.2022T26:00,25.2,3.6,1,58,640,149,348,453
26.07.2022T26:00,27.2,4.4,2,50,718,149,358,467
26.07.2022T26:00,28.2,4.7,3,44,718,165,369,478
26.07.2022T26:00,29.3,4.5,3,40,706,158,376,486
26.07.2022T26:00,29.0,5.6,2,38,651,147,375,490
26.07.2022T26:00,29.7,5.1,2,38,515,155,374,491
26.07.2022T26:00,28.6,5.1,2,39,385,141,374,488
26.07.2022T26:00,27.7,3.8,3,40,224,128,373,484
26.07.2022T26:00,26.1,3.6,5,44,70,95,376,476
26.07.2022T26:00,23.6,4.3,5,52,3,27,375,467
26.07.2022T26:00,21.7,3.6,7,60,0,0,375,458
26.07.2022T26:00,22.4,3.7,6,62,0,0,377,450
26.07.2022T26:00,21.3,3.4,6,63,0,0,375,444
26.07.2022T26:00,21.1,4.4,5,65,0,0,370,438
27.07.2022T27:00,20.8,4.7,8,64,0,0,375,433
27.07.2022T27:00,20.2,4.5,8,67,0,0,386,427
27.07.2022T27:00,20.1,5.8,6,70,0,0,378,423
27.07.2022T27:00,20.2,4.6,6,70,0,0,371,420
27.07.2022T27:00,19.4,6.3,2,71,0,0,354,417
27.07.2022T27:00,19.1,5.3,4,73,0,23,344,418
27.07.2022T27:00,19.6,6.0,7,73,13,80,362,420
27.07.2022T27:00,19.8,6.5,8,70,4,117,379,423
27.07.2022T27:00,21.0,5.7,6,66,17,194,378,429
27.07.2022T27:00,20.8,6.2,7,66,26,245,379,434
27.07.2022T27:00,21.4,6.0,6,66,75,293,381,441
27.07.2022T27:00,21.3,6.9,6,66,94,318,378,448
27.07.2022T27:00,22.3,6.9,6,65,108,327,379,455
27.07.2022T27:00,23.0,6.4,5,59,116,311,378,457
27.07.2022T27:00,21.8,6.8,7,59,41,266,380,459
27.07.2022T27:00,23.1,6.9,6,59,153,245,383,453
27.07.2022T27:00,23.6,6.6,6,56,217,173,384,447
27.07.2022T27:00,22.9,5.8,6,56,131,130,385,447
27.07.2022T27:00,22.0,4.1,4,59,116,61,375,444
27.07.2022T27:00,21.1,3.5,5,62,20,26,368,439
27.07.2022T27:00,20.4,2.9,7,66,0,0,377,435
27.07.2022T27:00,19.5,2.6,7,70,0,0,381,431
27.07.2022T27:00,18.5,3.0,6,74,0,0,374,429
27.07.2022T27:00,19.1,3.2,1,77,0,0,352,427
28.07.2022T28:00,18.7,1.0,2,77,0,0,338,424
28.07.2022T28:00,18.2,2.2,4,77,0,0,347,422
28.07.2022T28:00,18.0,2.9,5,78,0,0,357,420
28.07.2022T28:00,17.9,3.1,5,81,0,0,362,419
28.07.2022T28:00,18.2,4.4,7,83,0,0,371,418
28.07.2022T28:00,18.9,4.9,6,80,1,24,377,418
28.07.2022T28:00,19.0,4.6,8,78,0,28,381,418
28.07.2022T28:00,20.5,4.8,8,75,0,62,394,414
28.07.2022T28:00,21.3,5.8,7,71,0,131,394,413
28.07.2022T28:00,22.1,7.1,7,68,19,238,393,419
28.07.2022T28:00,22.5,8.8,6,65,54,289,391,427
28.07.2022T28:00,23.2,7.5,7,63,64,314,393,435
28.07.2022T28:00,25.0,8.6,6,60,169,334,399,449
28.07.2022T28:00,25.2,8.5,5,57,99,313,395,458
28.07.2022T28:00,21.7,7.6,5,66,228,280,386,458
28.07.2022T28:00,23.4,6.7,6,72,140,252,386,450
28.07.2022T28:00,23.5,5.9,5,68,118,199,388,444
28.07.2022T28:00,23.0,6.2,5,69,85,143,383,441
28.07.2022T28:00,21.2,5.3,8,73,3,70,390,438
28.07.2022T28:00,20.3,5.3,7,79,0,8,390,433
28.07.2022T28:00,19.6,4.4,7,83,0,0,381,429
28.07.2022T28:00,18.5,3.2,7,86,0,0,375,425
28.07.2022T28:00,18.1,3.3,7,90,0,0,370,421
28.07.2022T28:00,18.3,3.7,6,89,0,0,365,418
29.07.2022T29:00,18.3,3.2,7,84,0,0,364,412
29.07.2022T29:00,18.0,2.3,6,81,0,0,363,407
29.07.2022T29:00,17.8,2.9,5,81,0,0,355,404
29.07.2022T29:00,17.9,3.1,5,81,0,0,351,401
29.07.2022T29:00,17.7,3.0,7,84,0,0,362,399
29.07.2022T29:00,17.6,2.7,7,87,0,17,372,399
29.07.2022T29:00,18.4,4.0,7,88,0,54,374,402
29.07.2022T29:00,19.0,5.7,6,83,21,176,372,406
29.07.2022T29:00,20.4,6.2,5,78,48,272,367,409
29.07.2022T29:00,19.7,7.6,7,75,11,260,375,415
29.07.2022T29:00,18.7,8.4,7,79,2,239,384,422
29.07.2022T29:00,18.3,7.5,8,90,0,125,389,424
29.07.2022T29:00,18.5,7.3,8,97,0,112,395,418
29.07.2022T29:00,18.6,7.3,7,97,0,135,391,414
29.07.2022T29:00,19.6,9.7,7,90,0,153,387,412
29.07.2022T29:00,18.8,7.6,8,88,0,113,391,410
29.07.2022T29:00,17.3,5.8,6,94,0,141,382,409
29.07.2022T29:00,18.3,5.6,7,95,25,176,376,408
29.07.2022T29:00,17.4,5.7,7,92,1,70,380,407
29.07.2022T29:00,17.0,5.2,7,91,1,27,376,405
29.07.2022T29:00,16.4,3.9,7,85,0,0,372,403
29.07.2022T29:00,15.6,3.3,8,86,0,0,374,401
29.07.2022T29:00,15.1,3.4,8,91,0,0,378,400
29.07.2022T29:00,14.8,4.0,8,86,0,0,376,400
30.07.2022T30:00,14.6,4.4,7,79,0,0,368,400
30.07.2022T30:00,13.6,4.0,5,77,0,0,349,397
30.07.2022T30:00,12.6,4.1,5,80,0,0,335,393
30.07.2022T30:00,11.4,4.7,2,84,0,0,314,392
30.07.2022T30:00,11.0,3.8,1,85,0,0,291,392
30.07.2022T30:00,10.9,1.7,1,84,20,29,283,391
30.07.2022T30:00,12.3,3.3,2,80,131,65,288,389
30.07.2022T30:00,14.3,3.3,1,70,285,77,291,391
30.07.2022T30:00,15.9,3.0,1,61,389,112,291,398
30.07.2022T30:00,17.2,3.6,3,53,451,165,307,408
30.07.2022T30:00,18.0,4.0,2,48,633,123,316,419
30.07.2022T30:00,19.6,3.7,2,42,739,100,317,429
30.07.2022T30:00,19.9,4.8,3,37,493,264,325,436
30.07.2022T30:00,21.2,4.9,4,35,129,332,336,440
30.07.2022T30:00,20.5,5.2,6,34,18,254,349,443
30.07.2022T30:00,21.2,3.5,4,35,129,270,350,443
30.07.2022T30:00,19.3,4.0,3,36,299,164,335,440
30.07.2022T30:00,20.1,4.6,2,38,280,85,324,434
30.07.2022T30:00,18.5,3.5,4,40,91,82,328,427
30.07.2022T30:00,17.3,3.4,3,49,0,20,327,417
30.07.2022T30:00,16.1,3.0,4,55,0,0,320,407
30.07.2022T30:00,15.3,2.6,4,62,0,0,319,399
30.07.2022T30:00,15.4,2.6,4,64,0,0,325,395
30.07.2022T30:00,15.7,2.6,3,66,0,0,331,391
31.07.2022T31:00,16.3,2.7,3,65,0,0,314,420
31.07.2022T31:00,16.4,2.6,2,66,0,0,316,420
31.07.2022T31:00,16.2,2.6,1,69,0,0,316,419
31.07.2022T31:00,15.3,2.3,1,73,0,0,312,417
31.07.2022T31:00,15.6,2.7,1,74,0,0,304,414
31.07.2022T31:00,14.2,2.5,1,81,4,27,303,413
31.07.2022T31:00,15.9,2.6,0,74,75,85,301,415
31.07.2022T31:00,18.9,2.0,0,65,216,115,305,422
31.07.2022T31:00,21.1,2.1,0,56,364,133,316,428
31.07.2022T31:00,23.5,2.1,1,49,502,142,328,436
31.07.2022T31:00,26.1,3.9,2,42,606,151,345,451
31.07.2022T31:00,27.7,4.1,2,35,650,170,356,468
31.07.2022T31:00,28.7,5.1,2,30,608,212,362,480
31.07.2022T31:00,28.2,3.7,2,29,544,235,362,487
31.07.2022T31:00,28.7,5.4,2,28,438,252,362,491
31.07.2022T31:00,29.6,4.6,2,26,418,196,363,491
31.07.2022T31:00,29.6,4.1,2,24,343,151,363,486
31.07.2022T31:00,29.1,5.2,1,25,209,126,358,479
31.07.2022T31:00,28.5,3.8,2,27,113,79,356,473
31.07.2022T31:00,26.8,3.8,4,30,16,32,360,464
31.07.2022T31:00,24.2,3.5,3,36,0,0,355,455
31.07.2022T31:00,21.3,3.3,2,45,0,0,342,448
31.07.2022T31:00,20.0,2.6,2,52,0,0,332,442
31.07.2022T31:00,18.1,2.5,1,59,0,0,325,437
01.08.2022T01:00,17.5,2.5,4,67,0,0,332,430
01.08.2022T01:00,16.7,2.0,4,68,0,0,331,428
01.08.2022T01:00,15.3,2.0,3,72,0,0,324,423
01.08.2022T01:00,14.9,3.1,3,75,0,0,318,419
01.08.2022T01:00,14.1,3.1,5,78,0,0,320,416
01.08.2022T01:00,14.3,2.6,5,79,0,18,322,412
01.08.2022T01:00,16.8,3.3,4,72,49,86,322,413
01.08.2022T01:00,19.8,2.8,2,61,186,134,319,420
01.08.2022T01:00,21.8,2.9,2,53,341,157,317,430
01.08.2022T01:00,24.4,3.5,3,46,476,173,328,443
01.08.2022T01:00,26.4,4.3,4,40,576,187,344,459
01.08.2022T01:00,28.3,4.5,4,33,643,194,355,474
01.08.2022T01:00,29.0,2.9,5,28,697,179,363,485
01.08.2022T01:00,29.7,5.7,5,27,629,201,370,493
01.08.2022T01:00,29.9,4.9,3,26,478,241,365,497
01.08.2022T01:00,30.3,4.7,2,24,473,173,352,495
01.08.2022T01:00,29.9,3.8,3,22,384,140,351,490
01.08.2022T01:00,30.3,3.9,3,20,247,114,352,484
01.08.2022T01:00,29.3,3.7,3,20,100,82,351,477
01.08.2022T01:00,27.2,2.8,1,26,16,27,341,465
01.08.2022T01:00,24.1,2.6,1,34,0,0,327,454
01.08.2022T01:00,21.2,3.0,0,46,0,0,316,446
01.08.2022T01:00,19.9,2.7,0,53,0,0,306,440
01.08.2022T01:00,17.9,2.5,0,60,0,0,303,434
02.08.2022T02:00,16.2,3.4,2,70,0,0,305,429
02.08.2022T02:00,15.8,3.4,2,77,0,0,310,425
02.08.2022T02:00,15.8,2.6,1,77,0,0,305,421
02.08.2022T02:00,15.6,3.2,0,73,0,0,299,417
02.08.2022T02:00,15.0,2.7,2,73,0,0,300,413
02.08.2022T02:00,14.0,3.3,2,77,2,18,304,410
02.08.2022T02:00,15.8,2.0,1,76,64,80,300,411
02.08.2022T02:00,19.1,2.6,0,65,214,111,303,418
02.08.2022T02:00,21.6,2.0,0,56,372,122,310,431
02.08.2022T02:00,24.5,2.0,1,51,528,120,325,447
02.08.2022T02:00,27.1,2.9,1,47,656,114,340,463
02.08.2022T02:00,29.8,3.0,1,39,697,134,352,477
02.08.2022T02:00,29.7,2.8,3,29,503,255,358,486
02.08.2022T02:00,28.7,2.1,4,27,441,274,361,489
02.08.2022T02:00,30.1,2.8,5,26,319,284,366,491
02.08.2022T02:00,30.4,2.9,4,24,142,251,368,493
02.08.2022T02:00,29.7,3.5,3,25,394,113,364,492
02.08.2022T02:00,30.1,4.3,2,25,259,92,359,485
02.08.2022T02:00,28.7,4.4,2,25,107,71,354,475
02.08.2022T02:00,26.8,3.4,2,29,16,24,350,463
02.08.2022T02:00,24.3,3.3,2,35,0,0,343,452
02.08.2022T02:00,21.1,3.4,1,43,0,0,331,441
02.08.2022T02:00,19.7,3.3,1,50,0,0,321,432
02.08.2022T02:00,18.7,3.0,1,54,0,0,316,424
03.08.2022T03:00,17.7,2.6,0,58,0,0,310,418
03.08.2022T03:00,16.0,2.7,0,65,0,0,303,414
03.08.2022T03:00,15.8,1.9,0,69,0,0,299,410
03.08.2022T03:00,15.7,3.9,0,68,0,0,297,406
03.08.2022T03:00,14.9,3.3,0,70,0,0,296,403
03.08.2022T03:00,14.7,2.0,1,73,0,10,295,400
03.08.2022T03:00,16.6,2.8,4,71,43,88,307,402
03.08.2022T03:00,19.9,2.2,3,63,170,141,319,411
03.08.2022T03:00,22.5,3.5,4,55,130,230,330,424
03.08.2022T03:00,21.7,4.1,7,54,76,285,345,441
03.08.2022T03:00,23.1,4.6,7,53,118,330,355,460
03.08.2022T03:00,22.1,3.6,8,56,0,219,361,477
03.08.2022T03:00,21.2,2.5,8,66,0,166,365,490
03.08.2022T03:00,20.4,4.3,8,72,0,134,365,497
03.08.2022T03:00,20.7,3.9,8,73,0,82,365,501
03.08.2022T03:00,21.6,3.5,6,75,14,225,363,498
03.08.2022T03:00,23.4,1.4,4,70,189,220,358,493
03.08.2022T03:00,23.7,2.0,4,64,163,144,356,488
03.08.2022T03:00,23.2,1.8,4,65,90,84,356,478
03.08.2022T03:00,22.3,1.5,5,70,10,26,357,467
03.08.2022T03:00,20.6,1.2,5,76,0,0,355,457
03.08.2022T03:00,19.5,1.3,6,84,0,0,354,446
